Feature,Method,Cost Function,Number of Changepoints,Minimum Gap Between Changepoints,Penalty,Window Size,Position
TI_OD,Bottom-up,l2,3,7,N/A,N/A,69
TI_OD,Bottom-up,l2,4,7,N/A,N/A,15
TI_OD,Bottom-up,l2,4,7,N/A,N/A,35
TI_OD,Bottom-up,l2,4,7,N/A,N/A,50
TI_OD,Bottom-up,l2,4,7,N/A,N/A,60
TI_OD,Bottom-up,l2,4,7,N/A,N/A,69
TI_OD,PELT,l2,N/A,8,0.2,N/A,30
TI_OD,PELT,l2,N/A,8,0.2,N/A,45
TI_OD,PELT,l2,N/A,8,0.2,N/A,55
TI_OD,PELT,l2,N/A,8,0.2,N/A,69
TI_OD,PELT,l2,N/A,8,0.65,N/A,45
TI_OD,PELT,l2,N/A,8,0.65,N/A,69
TI_OD,PELT,l2,N/A,8,1.1,N/A,45
TI_OD,PELT,l2,N/A,8,1.1,N/A,69
TI_OD,PELT,l2,N/A,8,1.55,N/A,45
TI_OD,PELT,l2,N/A,8,1.55,N/A,69
TI_OD,PELT,l2,N/A,8,2.0,N/A,45
TI_OD,PELT,l2,N/A,8,2.0,N/A,69
TI_OD,Bottom-up,l2,False,8,N/A,N/A,69
TI_OD,Bottom-up,l2,1,8,N/A,N/A,35
TI_OD,Bottom-up,l2,1,8,N/A,N/A,69
TI_OD,Bottom-up,l2,2,8,N/A,N/A,35
TI_OD,Bottom-up,l2,2,8,N/A,N/A,50
TI_OD,Bottom-up,l2,2,8,N/A,N/A,69
TI_OD,Bottom-up,l2,3,8,N/A,N/A,15
TI_OD,Bottom-up,l2,3,8,N/A,N/A,35
TI_OD,Bottom-up,l2,3,8,N/A,N/A,50
TI_OD,Bottom-up,l2,3,8,N/A,N/A,69
TI_OD,Bottom-up,l2,4,8,N/A,N/A,15
TI_OD,Bottom-up,l2,4,8,N/A,N/A,35
TI_OD,Bottom-up,l2,4,8,N/A,N/A,50
TI_OD,Bottom-up,l2,4,8,N/A,N/A,60
TI_OD,Bottom-up,l2,4,8,N/A,N/A,69
TI_OD,PELT,l2,N/A,9,0.2,N/A,30
TI_OD,PELT,l2,N/A,9,0.2,N/A,45
TI_OD,PELT,l2,N/A,9,0.2,N/A,55
TI_OD,PELT,l2,N/A,9,0.2,N/A,69
TI_OD,PELT,l2,N/A,9,0.65,N/A,45
TI_OD,PELT,l2,N/A,9,0.65,N/A,69
TI_OD,PELT,l2,N/A,9,1.1,N/A,45
TI_OD,PELT,l2,N/A,9,1.1,N/A,69
TI_OD,PELT,l2,N/A,9,1.55,N/A,45
TI_OD,PELT,l2,N/A,9,1.55,N/A,69
TI_OD,PELT,l2,N/A,9,2.0,N/A,45
TI_OD,PELT,l2,N/A,9,2.0,N/A,69
TI_OD,Bottom-up,l2,False,9,N/A,N/A,69
TI_OD,Bottom-up,l2,1,9,N/A,N/A,35
TI_OD,Bottom-up,l2,1,9,N/A,N/A,69
TI_OD,Bottom-up,l2,2,9,N/A,N/A,35
TI_OD,Bottom-up,l2,2,9,N/A,N/A,50
TI_OD,Bottom-up,l2,2,9,N/A,N/A,69
TI_OD,Bottom-up,l2,3,9,N/A,N/A,15
TI_OD,Bottom-up,l2,3,9,N/A,N/A,35
TI_OD,Bottom-up,l2,3,9,N/A,N/A,50
TI_OD,Bottom-up,l2,3,9,N/A,N/A,69
TI_OD,Bottom-up,l2,4,9,N/A,N/A,15
TI_OD,Bottom-up,l2,4,9,N/A,N/A,35
TI_OD,Bottom-up,l2,4,9,N/A,N/A,50
TI_OD,Bottom-up,l2,4,9,N/A,N/A,60
TI_OD,Bottom-up,l2,4,9,N/A,N/A,69
TI_OD,PELT,l2,N/A,10,0.2,N/A,30
TI_OD,PELT,l2,N/A,10,0.2,N/A,45
TI_OD,PELT,l2,N/A,10,0.2,N/A,55
TI_OD,PELT,l2,N/A,10,0.2,N/A,69
TI_OD,PELT,l2,N/A,10,0.65,N/A,45
TI_OD,PELT,l2,N/A,10,0.65,N/A,69
TI_OD,PELT,l2,N/A,10,1.1,N/A,45
TI_OD,PELT,l2,N/A,10,1.1,N/A,69
TI_OD,PELT,l2,N/A,10,1.55,N/A,45
TI_OD,PELT,l2,N/A,10,1.55,N/A,69
TI_OD,PELT,l2,N/A,10,2.0,N/A,45
TI_OD,PELT,l2,N/A,10,2.0,N/A,69
TI_OD,Bottom-up,l2,False,10,N/A,N/A,69
TI_OD,Bottom-up,l2,1,10,N/A,N/A,35
TI_OD,Bottom-up,l2,1,10,N/A,N/A,69
TI_OD,Bottom-up,l2,2,10,N/A,N/A,35
TI_OD,Bottom-up,l2,2,10,N/A,N/A,50
TI_OD,Bottom-up,l2,2,10,N/A,N/A,69
TI_OD,Bottom-up,l2,3,10,N/A,N/A,15
TI_OD,Bottom-up,l2,3,10,N/A,N/A,35
TI_OD,Bottom-up,l2,3,10,N/A,N/A,50
TI_OD,Bottom-up,l2,3,10,N/A,N/A,69
TI_OD,Bottom-up,l2,4,10,N/A,N/A,15
TI_OD,Bottom-up,l2,4,10,N/A,N/A,25
TI_OD,Bottom-up,l2,4,10,N/A,N/A,35
TI_OD,Bottom-up,l2,4,10,N/A,N/A,50
TI_OD,Bottom-up,l2,4,10,N/A,N/A,69
TI_OD,Window,l2,False,N/A,4.23410650459726,4,69
TI_OD,Window,l2,1,N/A,4.23410650459726,4,55
TI_OD,Window,l2,1,N/A,4.23410650459726,4,69
TI_OD,Window,l2,2,N/A,4.23410650459726,4,45
TI_OD,Window,l2,2,N/A,4.23410650459726,4,55
TI_OD,Window,l2,2,N/A,4.23410650459726,4,69
TI_OD,Window,l2,3,N/A,4.23410650459726,4,35
TI_OD,Window,l2,3,N/A,4.23410650459726,4,45
TI_OD,Window,l2,3,N/A,4.23410650459726,4,55
TI_OD,Window,l2,3,N/A,4.23410650459726,4,69
TI_OD,Window,l2,4,N/A,4.23410650459726,4,35
TI_OD,Window,l2,4,N/A,4.23410650459726,4,45
TI_OD,Window,l2,4,N/A,4.23410650459726,4,55
TI_OD,Window,l2,4,N/A,4.23410650459726,4,65
TI_OD,Window,l2,4,N/A,4.23410650459726,4,69
TI_OD,Window,l2,False,N/A,4.23410650459726,6,69
TI_OD,Window,l2,1,N/A,4.23410650459726,6,55
TI_OD,Window,l2,1,N/A,4.23410650459726,6,69
TI_OD,Window,l2,2,N/A,4.23410650459726,6,45
TI_OD,Window,l2,2,N/A,4.23410650459726,6,55
TI_OD,Window,l2,2,N/A,4.23410650459726,6,69
TI_OD,Window,l2,3,N/A,4.23410650459726,6,45
TI_OD,Window,l2,3,N/A,4.23410650459726,6,55
TI_OD,Window,l2,3,N/A,4.23410650459726,6,65
TI_OD,Window,l2,3,N/A,4.23410650459726,6,69
TI_OD,Window,l2,4,N/A,4.23410650459726,6,35
TI_OD,Window,l2,4,N/A,4.23410650459726,6,45
TI_OD,Window,l2,4,N/A,4.23410650459726,6,55
TI_OD,Window,l2,4,N/A,4.23410650459726,6,65
TI_OD,Window,l2,4,N/A,4.23410650459726,6,69
TI_OD,Window,l2,False,N/A,4.23410650459726,8,69
TI_OD,Window,l2,1,N/A,4.23410650459726,8,55
TI_OD,Window,l2,1,N/A,4.23410650459726,8,69
TI_OD,Window,l2,2,N/A,4.23410650459726,8,45
TI_OD,Window,l2,2,N/A,4.23410650459726,8,55
TI_OD,Window,l2,2,N/A,4.23410650459726,8,69
TI_OD,Window,l2,3,N/A,4.23410650459726,8,30
TI_OD,Window,l2,3,N/A,4.23410650459726,8,45
TI_OD,Window,l2,3,N/A,4.23410650459726,8,55
TI_OD,Window,l2,3,N/A,4.23410650459726,8,69
TI_OD,Window,l2,4,N/A,4.23410650459726,8,10
TI_OD,Window,l2,4,N/A,4.23410650459726,8,30
TI_OD,Window,l2,4,N/A,4.23410650459726,8,45
TI_OD,Window,l2,4,N/A,4.23410650459726,8,55
TI_OD,Window,l2,4,N/A,4.23410650459726,8,69
TI_OD,Window,l2,False,N/A,4.23410650459726,10,69
TI_OD,Window,l2,1,N/A,4.23410650459726,10,55
TI_OD,Window,l2,1,N/A,4.23410650459726,10,69
TI_OD,Window,l2,2,N/A,4.23410650459726,10,45
TI_OD,Window,l2,2,N/A,4.23410650459726,10,55
TI_OD,Window,l2,2,N/A,4.23410650459726,10,69
TI_OD,Window,l2,3,N/A,4.23410650459726,10,30
TI_OD,Window,l2,3,N/A,4.23410650459726,10,45
TI_OD,Window,l2,3,N/A,4.23410650459726,10,55
TI_OD,Window,l2,3,N/A,4.23410650459726,10,69
TI_OD,Window,l2,4,N/A,4.23410650459726,10,15
TI_OD,Window,l2,4,N/A,4.23410650459726,10,30
TI_OD,Window,l2,4,N/A,4.23410650459726,10,45
TI_OD,Window,l2,4,N/A,4.23410650459726,10,55
TI_OD,Window,l2,4,N/A,4.23410650459726,10,69
TI_OD,Window,l2,False,N/A,4.23410650459726,12,69
TI_OD,Window,l2,1,N/A,4.23410650459726,12,55
TI_OD,Window,l2,1,N/A,4.23410650459726,12,69
TI_OD,Window,l2,2,N/A,4.23410650459726,12,45
TI_OD,Window,l2,2,N/A,4.23410650459726,12,55
TI_OD,Window,l2,2,N/A,4.23410650459726,12,69
TI_OD,Window,l2,3,N/A,4.23410650459726,12,30
TI_OD,Window,l2,3,N/A,4.23410650459726,12,45
TI_OD,Window,l2,3,N/A,4.23410650459726,12,55
TI_OD,Window,l2,3,N/A,4.23410650459726,12,69
TI_OD,Window,l2,4,N/A,4.23410650459726,12,15
TI_OD,Window,l2,4,N/A,4.23410650459726,12,30
TI_OD,Window,l2,4,N/A,4.23410650459726,12,45
TI_OD,Window,l2,4,N/A,4.23410650459726,12,55
TI_OD,Window,l2,4,N/A,4.23410650459726,12,69
TI_OD,Window,l2,False,N/A,4.23410650459726,14,69
TI_OD,Window,l2,1,N/A,4.23410650459726,14,45
TI_OD,Window,l2,1,N/A,4.23410650459726,14,69
TI_OD,Window,l2,2,N/A,4.23410650459726,14,45
TI_OD,Window,l2,2,N/A,4.23410650459726,14,55
TI_OD,Window,l2,2,N/A,4.23410650459726,14,69
TI_OD,Window,l2,3,N/A,4.23410650459726,14,30
TI_OD,Window,l2,3,N/A,4.23410650459726,14,45
TI_OD,Window,l2,3,N/A,4.23410650459726,14,55
TI_OD,Window,l2,3,N/A,4.23410650459726,14,69
TI_OD,Window,l2,4,N/A,4.23410650459726,14,15
TI_OD,Window,l2,4,N/A,4.23410650459726,14,30
TI_OD,Window,l2,4,N/A,4.23410650459726,14,45
TI_OD,Window,l2,4,N/A,4.23410650459726,14,55
TI_OD,Window,l2,4,N/A,4.23410650459726,14,69
ISO,PELT,l1,N/A,5,0.2,N/A,5
ISO,PELT,l1,N/A,5,0.2,N/A,35
ISO,PELT,l1,N/A,5,0.2,N/A,45
ISO,PELT,l1,N/A,5,0.2,N/A,55
ISO,PELT,l1,N/A,5,0.2,N/A,69
ISO,PELT,l1,N/A,5,0.65,N/A,40
ISO,PELT,l1,N/A,5,0.65,N/A,55
ISO,PELT,l1,N/A,5,0.65,N/A,69
ISO,PELT,l1,N/A,5,1.1,N/A,40
ISO,PELT,l1,N/A,5,1.1,N/A,55
ISO,PELT,l1,N/A,5,1.1,N/A,69
ISO,PELT,l1,N/A,5,1.55,N/A,45
ISO,PELT,l1,N/A,5,1.55,N/A,69
ISO,PELT,l1,N/A,5,2.0,N/A,45
ISO,PELT,l1,N/A,5,2.0,N/A,69
ISO,Bottom-up,l1,False,5,N/A,N/A,45
ISO,Bottom-up,l1,False,5,N/A,N/A,69
ISO,Bottom-up,l1,1,5,N/A,N/A,45
ISO,Bottom-up,l1,1,5,N/A,N/A,69
ISO,Bottom-up,l1,2,5,N/A,N/A,35
ISO,Bottom-up,l1,2,5,N/A,N/A,45
ISO,Bottom-up,l1,2,5,N/A,N/A,69
ISO,Bottom-up,l1,3,5,N/A,N/A,35
ISO,Bottom-up,l1,3,5,N/A,N/A,45
ISO,Bottom-up,l1,3,5,N/A,N/A,55
ISO,Bottom-up,l1,3,5,N/A,N/A,69
ISO,Bottom-up,l1,4,5,N/A,N/A,5
ISO,Bottom-up,l1,4,5,N/A,N/A,35
ISO,Bottom-up,l1,4,5,N/A,N/A,45
ISO,Bottom-up,l1,4,5,N/A,N/A,55
ISO,Bottom-up,l1,4,5,N/A,N/A,69
ISO,PELT,l1,N/A,6,0.2,N/A,35
ISO,PELT,l1,N/A,6,0.2,N/A,45
ISO,PELT,l1,N/A,6,0.2,N/A,55
ISO,PELT,l1,N/A,6,0.2,N/A,69
ISO,PELT,l1,N/A,6,0.65,N/A,40
ISO,PELT,l1,N/A,6,0.65,N/A,55
ISO,PELT,l1,N/A,6,0.65,N/A,69
ISO,PELT,l1,N/A,6,1.1,N/A,40
ISO,PELT,l1,N/A,6,1.1,N/A,55
ISO,PELT,l1,N/A,6,1.1,N/A,69
ISO,PELT,l1,N/A,6,1.55,N/A,45
ISO,PELT,l1,N/A,6,1.55,N/A,69
ISO,PELT,l1,N/A,6,2.0,N/A,45
ISO,PELT,l1,N/A,6,2.0,N/A,69
ISO,Bottom-up,l1,False,6,N/A,N/A,50
ISO,Bottom-up,l1,False,6,N/A,N/A,69
ISO,Bottom-up,l1,1,6,N/A,N/A,50
ISO,Bottom-up,l1,1,6,N/A,N/A,69
ISO,Bottom-up,l1,2,6,N/A,N/A,35
ISO,Bottom-up,l1,2,6,N/A,N/A,50
ISO,Bottom-up,l1,2,6,N/A,N/A,69
ISO,Bottom-up,l1,3,6,N/A,N/A,35
ISO,Bottom-up,l1,3,6,N/A,N/A,50
ISO,Bottom-up,l1,3,6,N/A,N/A,60
ISO,Bottom-up,l1,3,6,N/A,N/A,69
ISO,Bottom-up,l1,4,6,N/A,N/A,15
ISO,Bottom-up,l1,4,6,N/A,N/A,35
ISO,Bottom-up,l1,4,6,N/A,N/A,50
ISO,Bottom-up,l1,4,6,N/A,N/A,60
ISO,Bottom-up,l1,4,6,N/A,N/A,69
ISO,PELT,l1,N/A,7,0.2,N/A,35
ISO,PELT,l1,N/A,7,0.2,N/A,45
ISO,PELT,l1,N/A,7,0.2,N/A,55
ISO,PELT,l1,N/A,7,0.2,N/A,69
ISO,PELT,l1,N/A,7,0.65,N/A,40
ISO,PELT,l1,N/A,7,0.65,N/A,55
ISO,PELT,l1,N/A,7,0.65,N/A,69
ISO,PELT,l1,N/A,7,1.1,N/A,40
ISO,PELT,l1,N/A,7,1.1,N/A,55
ISO,PELT,l1,N/A,7,1.1,N/A,69
ISO,PELT,l1,N/A,7,1.55,N/A,45
ISO,PELT,l1,N/A,7,1.55,N/A,69
ISO,PELT,l1,N/A,7,2.0,N/A,45
ISO,PELT,l1,N/A,7,2.0,N/A,69
ISO,Bottom-up,l1,False,7,N/A,N/A,50
ISO,Bottom-up,l1,False,7,N/A,N/A,69
ISO,Bottom-up,l1,1,7,N/A,N/A,50
ISO,Bottom-up,l1,1,7,N/A,N/A,69
ISO,Bottom-up,l1,2,7,N/A,N/A,35
ISO,Bottom-up,l1,2,7,N/A,N/A,50
ISO,Bottom-up,l1,2,7,N/A,N/A,69
ISO,Bottom-up,l1,3,7,N/A,N/A,35
ISO,Bottom-up,l1,3,7,N/A,N/A,50
ISO,Bottom-up,l1,3,7,N/A,N/A,60
ISO,Bottom-up,l1,3,7,N/A,N/A,69
ISO,Bottom-up,l1,4,7,N/A,N/A,15
ISO,Bottom-up,l1,4,7,N/A,N/A,35
ISO,Bottom-up,l1,4,7,N/A,N/A,50
ISO,Bottom-up,l1,4,7,N/A,N/A,60
ISO,Bottom-up,l1,4,7,N/A,N/A,69
ISO,PELT,l1,N/A,8,0.2,N/A,35
ISO,PELT,l1,N/A,8,0.2,N/A,45
ISO,PELT,l1,N/A,8,0.2,N/A,55
ISO,PELT,l1,N/A,8,0.2,N/A,69
ISO,PELT,l1,N/A,8,0.65,N/A,40
ISO,PELT,l1,N/A,8,0.65,N/A,55
ISO,PELT,l1,N/A,8,0.65,N/A,69
ISO,PELT,l1,N/A,8,1.1,N/A,40
ISO,PELT,l1,N/A,8,1.1,N/A,55
ISO,PELT,l1,N/A,8,1.1,N/A,69
ISO,PELT,l1,N/A,8,1.55,N/A,45
ISO,PELT,l1,N/A,8,1.55,N/A,69
ISO,PELT,l1,N/A,8,2.0,N/A,45
ISO,PELT,l1,N/A,8,2.0,N/A,69
ISO,Bottom-up,l1,False,8,N/A,N/A,50
ISO,Bottom-up,l1,False,8,N/A,N/A,69
ISO,Bottom-up,l1,1,8,N/A,N/A,50
ISO,Bottom-up,l1,1,8,N/A,N/A,69
ISO,Bottom-up,l1,2,8,N/A,N/A,35
ISO,Bottom-up,l1,2,8,N/A,N/A,50
ISO,Bottom-up,l1,2,8,N/A,N/A,69
ISO,Bottom-up,l1,3,8,N/A,N/A,35
ISO,Bottom-up,l1,3,8,N/A,N/A,50
ISO,Bottom-up,l1,3,8,N/A,N/A,60
ISO,Bottom-up,l1,3,8,N/A,N/A,69
ISO,Bottom-up,l1,4,8,N/A,N/A,15
ISO,Bottom-up,l1,4,8,N/A,N/A,35
ISO,Bottom-up,l1,4,8,N/A,N/A,50
ISO,Bottom-up,l1,4,8,N/A,N/A,60
ISO,Bottom-up,l1,4,8,N/A,N/A,69
ISO,PELT,l1,N/A,9,0.2,N/A,35
ISO,PELT,l1,N/A,9,0.2,N/A,45
ISO,PELT,l1,N/A,9,0.2,N/A,55
ISO,PELT,l1,N/A,9,0.2,N/A,69
ISO,PELT,l1,N/A,9,0.65,N/A,40
ISO,PELT,l1,N/A,9,0.65,N/A,55
ISO,PELT,l1,N/A,9,0.65,N/A,69
ISO,PELT,l1,N/A,9,1.1,N/A,40
ISO,PELT,l1,N/A,9,1.1,N/A,55
ISO,PELT,l1,N/A,9,1.1,N/A,69
ISO,PELT,l1,N/A,9,1.55,N/A,45
ISO,PELT,l1,N/A,9,1.55,N/A,69
ISO,PELT,l1,N/A,9,2.0,N/A,45
ISO,PELT,l1,N/A,9,2.0,N/A,69
ISO,Bottom-up,l1,False,9,N/A,N/A,50
ISO,Bottom-up,l1,False,9,N/A,N/A,69
ISO,Bottom-up,l1,1,9,N/A,N/A,50
ISO,Bottom-up,l1,1,9,N/A,N/A,69
ISO,Bottom-up,l1,2,9,N/A,N/A,35
ISO,Bottom-up,l1,2,9,N/A,N/A,50
ISO,Bottom-up,l1,2,9,N/A,N/A,69
ISO,Bottom-up,l1,3,9,N/A,N/A,35
ISO,Bottom-up,l1,3,9,N/A,N/A,50
ISO,Bottom-up,l1,3,9,N/A,N/A,60
ISO,Bottom-up,l1,3,9,N/A,N/A,69
ISO,Bottom-up,l1,4,9,N/A,N/A,15
ISO,Bottom-up,l1,4,9,N/A,N/A,35
ISO,Bottom-up,l1,4,9,N/A,N/A,50
ISO,Bottom-up,l1,4,9,N/A,N/A,60
ISO,Bottom-up,l1,4,9,N/A,N/A,69
ISO,PELT,l1,N/A,10,0.2,N/A,35
ISO,PELT,l1,N/A,10,0.2,N/A,45
ISO,PELT,l1,N/A,10,0.2,N/A,55
ISO,PELT,l1,N/A,10,0.2,N/A,69
ISO,PELT,l1,N/A,10,0.65,N/A,40
ISO,PELT,l1,N/A,10,0.65,N/A,55
ISO,PELT,l1,N/A,10,0.65,N/A,69
ISO,PELT,l1,N/A,10,1.1,N/A,40
ISO,PELT,l1,N/A,10,1.1,N/A,55
ISO,PELT,l1,N/A,10,1.1,N/A,69
ISO,PELT,l1,N/A,10,1.55,N/A,45
ISO,PELT,l1,N/A,10,1.55,N/A,69
ISO,PELT,l1,N/A,10,2.0,N/A,45
ISO,PELT,l1,N/A,10,2.0,N/A,69
ISO,Bottom-up,l1,False,10,N/A,N/A,50
ISO,Bottom-up,l1,False,10,N/A,N/A,69
ISO,Bottom-up,l1,1,10,N/A,N/A,50
ISO,Bottom-up,l1,1,10,N/A,N/A,69
ISO,Bottom-up,l1,2,10,N/A,N/A,35
ISO,Bottom-up,l1,2,10,N/A,N/A,50
ISO,Bottom-up,l1,2,10,N/A,N/A,69
ISO,Bottom-up,l1,3,10,N/A,N/A,15
ISO,Bottom-up,l1,3,10,N/A,N/A,35
ISO,Bottom-up,l1,3,10,N/A,N/A,50
ISO,Bottom-up,l1,3,10,N/A,N/A,69
ISO,Bottom-up,l1,4,10,N/A,N/A,15
ISO,Bottom-up,l1,4,10,N/A,N/A,25
ISO,Bottom-up,l1,4,10,N/A,N/A,35
ISO,Bottom-up,l1,4,10,N/A,N/A,50
ISO,Bottom-up,l1,4,10,N/A,N/A,69
ISO,Window,l1,False,N/A,4.23410650459726,4,69
ISO,Window,l1,1,N/A,4.23410650459726,4,60
ISO,Window,l1,1,N/A,4.23410650459726,4,69
ISO,Window,l1,2,N/A,4.23410650459726,4,20
ISO,Window,l1,2,N/A,4.23410650459726,4,60
ISO,Window,l1,2,N/A,4.23410650459726,4,69
ISO,Window,l1,3,N/A,4.23410650459726,4,20
ISO,Window,l1,3,N/A,4.23410650459726,4,45
ISO,Window,l1,3,N/A,4.23410650459726,4,60
ISO,Window,l1,3,N/A,4.23410650459726,4,69
ISO,Window,l1,4,N/A,4.23410650459726,4,20
ISO,Window,l1,4,N/A,4.23410650459726,4,30
ISO,Window,l1,4,N/A,4.23410650459726,4,45
ISO,Window,l1,4,N/A,4.23410650459726,4,60
ISO,Window,l1,4,N/A,4.23410650459726,4,69
ISO,Window,l1,False,N/A,4.23410650459726,6,69
ISO,Window,l1,1,N/A,4.23410650459726,6,15
ISO,Window,l1,1,N/A,4.23410650459726,6,69
ISO,Window,l1,2,N/A,4.23410650459726,6,15
ISO,Window,l1,2,N/A,4.23410650459726,6,65
ISO,Window,l1,2,N/A,4.23410650459726,6,69
ISO,Window,l1,3,N/A,4.23410650459726,6,15
ISO,Window,l1,3,N/A,4.23410650459726,6,45
ISO,Window,l1,3,N/A,4.23410650459726,6,65
ISO,Window,l1,3,N/A,4.23410650459726,6,69
ISO,Window,l1,4,N/A,4.23410650459726,6,15
ISO,Window,l1,4,N/A,4.23410650459726,6,45
ISO,Window,l1,4,N/A,4.23410650459726,6,55
ISO,Window,l1,4,N/A,4.23410650459726,6,65
ISO,Window,l1,4,N/A,4.23410650459726,6,69
ISO,Window,l1,False,N/A,4.23410650459726,8,69
ISO,Window,l1,1,N/A,4.23410650459726,8,5
ISO,Window,l1,1,N/A,4.23410650459726,8,69
ISO,Window,l1,2,N/A,4.23410650459726,8,5
ISO,Window,l1,2,N/A,4.23410650459726,8,15
ISO,Window,l1,2,N/A,4.23410650459726,8,69
ISO,Window,l1,3,N/A,4.23410650459726,8,5
ISO,Window,l1,3,N/A,4.23410650459726,8,15
ISO,Window,l1,3,N/A,4.23410650459726,8,45
ISO,Window,l1,3,N/A,4.23410650459726,8,69
ISO,Window,l1,4,N/A,4.23410650459726,8,5
ISO,Window,l1,4,N/A,4.23410650459726,8,15
ISO,Window,l1,4,N/A,4.23410650459726,8,45
ISO,Window,l1,4,N/A,4.23410650459726,8,55
ISO,Window,l1,4,N/A,4.23410650459726,8,69
ISO,Window,l1,False,N/A,4.23410650459726,10,69
ISO,Window,l1,1,N/A,4.23410650459726,10,5
ISO,Window,l1,1,N/A,4.23410650459726,10,69
ISO,Window,l1,2,N/A,4.23410650459726,10,5
ISO,Window,l1,2,N/A,4.23410650459726,10,45
ISO,Window,l1,2,N/A,4.23410650459726,10,69
ISO,Window,l1,3,N/A,4.23410650459726,10,5
ISO,Window,l1,3,N/A,4.23410650459726,10,15
ISO,Window,l1,3,N/A,4.23410650459726,10,45
ISO,Window,l1,3,N/A,4.23410650459726,10,69
ISO,Window,l1,4,N/A,4.23410650459726,10,5
ISO,Window,l1,4,N/A,4.23410650459726,10,15
ISO,Window,l1,4,N/A,4.23410650459726,10,45
ISO,Window,l1,4,N/A,4.23410650459726,10,55
ISO,Window,l1,4,N/A,4.23410650459726,10,69
ISO,Window,l1,False,N/A,4.23410650459726,12,45
ISO,Window,l1,False,N/A,4.23410650459726,12,69
ISO,Window,l1,1,N/A,4.23410650459726,12,45
ISO,Window,l1,1,N/A,4.23410650459726,12,69
ISO,Window,l1,2,N/A,4.23410650459726,12,15
ISO,Window,l1,2,N/A,4.23410650459726,12,45
ISO,Window,l1,2,N/A,4.23410650459726,12,69
ISO,Window,l1,3,N/A,4.23410650459726,12,15
ISO,Window,l1,3,N/A,4.23410650459726,12,35
ISO,Window,l1,3,N/A,4.23410650459726,12,45
ISO,Window,l1,3,N/A,4.23410650459726,12,69
ISO,Window,l1,4,N/A,4.23410650459726,12,15
ISO,Window,l1,4,N/A,4.23410650459726,12,35
ISO,Window,l1,4,N/A,4.23410650459726,12,45
ISO,Window,l1,4,N/A,4.23410650459726,12,55
ISO,Window,l1,4,N/A,4.23410650459726,12,69
ISO,Window,l1,False,N/A,4.23410650459726,14,45
ISO,Window,l1,False,N/A,4.23410650459726,14,69
ISO,Window,l1,1,N/A,4.23410650459726,14,45
ISO,Window,l1,1,N/A,4.23410650459726,14,69
ISO,Window,l1,2,N/A,4.23410650459726,14,35
ISO,Window,l1,2,N/A,4.23410650459726,14,45
ISO,Window,l1,2,N/A,4.23410650459726,14,69
ISO,Window,l1,3,N/A,4.23410650459726,14,15
ISO,Window,l1,3,N/A,4.23410650459726,14,35
ISO,Window,l1,3,N/A,4.23410650459726,14,45
ISO,Window,l1,3,N/A,4.23410650459726,14,69
ISO,Window,l1,4,N/A,4.23410650459726,14,15
ISO,Window,l1,4,N/A,4.23410650459726,14,35
ISO,Window,l1,4,N/A,4.23410650459726,14,45
ISO,Window,l1,4,N/A,4.23410650459726,14,55
ISO,Window,l1,4,N/A,4.23410650459726,14,69
ISO,PELT,l2,N/A,5,0.2,N/A,40
ISO,PELT,l2,N/A,5,0.2,N/A,55
ISO,PELT,l2,N/A,5,0.2,N/A,69
ISO,PELT,l2,N/A,5,0.65,N/A,45
ISO,PELT,l2,N/A,5,0.65,N/A,69
ISO,PELT,l2,N/A,5,1.1,N/A,45
ISO,PELT,l2,N/A,5,1.1,N/A,69
ISO,PELT,l2,N/A,5,1.55,N/A,45
ISO,PELT,l2,N/A,5,1.55,N/A,69
ISO,PELT,l2,N/A,5,2.0,N/A,45
ISO,PELT,l2,N/A,5,2.0,N/A,69
ISO,Bottom-up,l2,False,5,N/A,N/A,69
ISO,Bottom-up,l2,1,5,N/A,N/A,45
ISO,Bottom-up,l2,1,5,N/A,N/A,69
ISO,Bottom-up,l2,2,5,N/A,N/A,45
ISO,Bottom-up,l2,2,5,N/A,N/A,55
ISO,Bottom-up,l2,2,5,N/A,N/A,69
ISO,Bottom-up,l2,3,5,N/A,N/A,35
ISO,Bottom-up,l2,3,5,N/A,N/A,45
ISO,Bottom-up,l2,3,5,N/A,N/A,55
ISO,Bottom-up,l2,3,5,N/A,N/A,69
ISO,Bottom-up,l2,4,5,N/A,N/A,5
ISO,Bottom-up,l2,4,5,N/A,N/A,35
ISO,Bottom-up,l2,4,5,N/A,N/A,45
ISO,Bottom-up,l2,4,5,N/A,N/A,55
ISO,Bottom-up,l2,4,5,N/A,N/A,69
ISO,PELT,l2,N/A,6,0.2,N/A,40
ISO,PELT,l2,N/A,6,0.2,N/A,55
ISO,PELT,l2,N/A,6,0.2,N/A,69
ISO,PELT,l2,N/A,6,0.65,N/A,45
ISO,PELT,l2,N/A,6,0.65,N/A,69
ISO,PELT,l2,N/A,6,1.1,N/A,45
ISO,PELT,l2,N/A,6,1.1,N/A,69
ISO,PELT,l2,N/A,6,1.55,N/A,45
ISO,PELT,l2,N/A,6,1.55,N/A,69
ISO,PELT,l2,N/A,6,2.0,N/A,45
ISO,PELT,l2,N/A,6,2.0,N/A,69
ISO,Bottom-up,l2,False,6,N/A,N/A,69
ISO,Bottom-up,l2,1,6,N/A,N/A,50
ISO,Bottom-up,l2,1,6,N/A,N/A,69
