Feature,Method,Cost Function,Number of Changepoints,Minimum Gap Between Changepoints,Penalty,Window Size,Position
MIS,Window,l1,4,N/A,4.23410650459726,8,30
MIS,Window,l1,4,N/A,4.23410650459726,8,55
MIS,Window,l1,4,N/A,4.23410650459726,8,69
MIS,Window,l1,False,N/A,4.23410650459726,10,69
MIS,Window,l1,1,N/A,4.23410650459726,10,55
MIS,Window,l1,1,N/A,4.23410650459726,10,69
MIS,Window,l1,2,N/A,4.23410650459726,10,30
MIS,Window,l1,2,N/A,4.23410650459726,10,55
MIS,Window,l1,2,N/A,4.23410650459726,10,69
MIS,Window,l1,3,N/A,4.23410650459726,10,10
MIS,Window,l1,3,N/A,4.23410650459726,10,30
MIS,Window,l1,3,N/A,4.23410650459726,10,55
MIS,Window,l1,3,N/A,4.23410650459726,10,69
MIS,Window,l1,4,N/A,4.23410650459726,10,10
MIS,Window,l1,4,N/A,4.23410650459726,10,30
MIS,Window,l1,4,N/A,4.23410650459726,10,45
MIS,Window,l1,4,N/A,4.23410650459726,10,55
MIS,Window,l1,4,N/A,4.23410650459726,10,69
MIS,Window,l1,False,N/A,4.23410650459726,12,69
MIS,Window,l1,1,N/A,4.23410650459726,12,55
MIS,Window,l1,1,N/A,4.23410650459726,12,69
MIS,Window,l1,2,N/A,4.23410650459726,12,10
MIS,Window,l1,2,N/A,4.23410650459726,12,55
MIS,Window,l1,2,N/A,4.23410650459726,12,69
MIS,Window,l1,3,N/A,4.23410650459726,12,10
MIS,Window,l1,3,N/A,4.23410650459726,12,30
MIS,Window,l1,3,N/A,4.23410650459726,12,55
MIS,Window,l1,3,N/A,4.23410650459726,12,69
MIS,Window,l1,4,N/A,4.23410650459726,12,10
MIS,Window,l1,4,N/A,4.23410650459726,12,30
MIS,Window,l1,4,N/A,4.23410650459726,12,45
MIS,Window,l1,4,N/A,4.23410650459726,12,55
MIS,Window,l1,4,N/A,4.23410650459726,12,69
MIS,Window,l1,False,N/A,4.23410650459726,14,69
MIS,Window,l1,1,N/A,4.23410650459726,14,55
MIS,Window,l1,1,N/A,4.23410650459726,14,69
MIS,Window,l1,2,N/A,4.23410650459726,14,10
MIS,Window,l1,2,N/A,4.23410650459726,14,55
MIS,Window,l1,2,N/A,4.23410650459726,14,69
MIS,Window,l1,3,N/A,4.23410650459726,14,10
MIS,Window,l1,3,N/A,4.23410650459726,14,30
MIS,Window,l1,3,N/A,4.23410650459726,14,55
MIS,Window,l1,3,N/A,4.23410650459726,14,69
MIS,Window,l1,4,N/A,4.23410650459726,14,10
MIS,Window,l1,4,N/A,4.23410650459726,14,30
MIS,Window,l1,4,N/A,4.23410650459726,14,45
MIS,Window,l1,4,N/A,4.23410650459726,14,55
MIS,Window,l1,4,N/A,4.23410650459726,14,69
MIS,PELT,l2,N/A,5,0.2,N/A,10
MIS,PELT,l2,N/A,5,0.2,N/A,55
MIS,PELT,l2,N/A,5,0.2,N/A,69
MIS,PELT,l2,N/A,5,0.65,N/A,45
MIS,PELT,l2,N/A,5,0.65,N/A,69
MIS,PELT,l2,N/A,5,1.1,N/A,45
MIS,PELT,l2,N/A,5,1.1,N/A,69
MIS,PELT,l2,N/A,5,1.55,N/A,69
MIS,PELT,l2,N/A,5,2.0,N/A,69
MIS,Bottom-up,l2,False,5,N/A,N/A,69
MIS,Bottom-up,l2,1,5,N/A,N/A,55
MIS,Bottom-up,l2,1,5,N/A,N/A,69
MIS,Bottom-up,l2,2,5,N/A,N/A,10
MIS,Bottom-up,l2,2,5,N/A,N/A,55
MIS,Bottom-up,l2,2,5,N/A,N/A,69
MIS,Bottom-up,l2,3,5,N/A,N/A,10
MIS,Bottom-up,l2,3,5,N/A,N/A,30
MIS,Bottom-up,l2,3,5,N/A,N/A,55
MIS,Bottom-up,l2,3,5,N/A,N/A,69
MIS,Bottom-up,l2,4,5,N/A,N/A,5
MIS,Bottom-up,l2,4,5,N/A,N/A,10
MIS,Bottom-up,l2,4,5,N/A,N/A,30
MIS,Bottom-up,l2,4,5,N/A,N/A,55
MIS,Bottom-up,l2,4,5,N/A,N/A,69
MIS,PELT,l2,N/A,6,0.2,N/A,10
MIS,PELT,l2,N/A,6,0.2,N/A,55
MIS,PELT,l2,N/A,6,0.2,N/A,69
MIS,PELT,l2,N/A,6,0.65,N/A,45
MIS,PELT,l2,N/A,6,0.65,N/A,69
MIS,PELT,l2,N/A,6,1.1,N/A,45
MIS,PELT,l2,N/A,6,1.1,N/A,69
MIS,PELT,l2,N/A,6,1.55,N/A,69
MIS,PELT,l2,N/A,6,2.0,N/A,69
MIS,Bottom-up,l2,False,6,N/A,N/A,69
MIS,Bottom-up,l2,1,6,N/A,N/A,50
MIS,Bottom-up,l2,1,6,N/A,N/A,69
MIS,Bottom-up,l2,2,6,N/A,N/A,15
MIS,Bottom-up,l2,2,6,N/A,N/A,50
MIS,Bottom-up,l2,2,6,N/A,N/A,69
MIS,Bottom-up,l2,3,6,N/A,N/A,15
MIS,Bottom-up,l2,3,6,N/A,N/A,35
MIS,Bottom-up,l2,3,6,N/A,N/A,50
MIS,Bottom-up,l2,3,6,N/A,N/A,69
MIS,Bottom-up,l2,4,6,N/A,N/A,15
MIS,Bottom-up,l2,4,6,N/A,N/A,25
MIS,Bottom-up,l2,4,6,N/A,N/A,35
MIS,Bottom-up,l2,4,6,N/A,N/A,50
MIS,Bottom-up,l2,4,6,N/A,N/A,69
MIS,PELT,l2,N/A,7,0.2,N/A,10
MIS,PELT,l2,N/A,7,0.2,N/A,55
MIS,PELT,l2,N/A,7,0.2,N/A,69
MIS,PELT,l2,N/A,7,0.65,N/A,45
MIS,PELT,l2,N/A,7,0.65,N/A,69
MIS,PELT,l2,N/A,7,1.1,N/A,45
MIS,PELT,l2,N/A,7,1.1,N/A,69
MIS,PELT,l2,N/A,7,1.55,N/A,69
MIS,PELT,l2,N/A,7,2.0,N/A,69
MIS,Bottom-up,l2,False,7,N/A,N/A,69
MIS,Bottom-up,l2,1,7,N/A,N/A,50
MIS,Bottom-up,l2,1,7,N/A,N/A,69
MIS,Bottom-up,l2,2,7,N/A,N/A,15
MIS,Bottom-up,l2,2,7,N/A,N/A,50
MIS,Bottom-up,l2,2,7,N/A,N/A,69
MIS,Bottom-up,l2,3,7,N/A,N/A,15
MIS,Bottom-up,l2,3,7,N/A,N/A,35
MIS,Bottom-up,l2,3,7,N/A,N/A,50
MIS,Bottom-up,l2,3,7,N/A,N/A,69
MIS,Bottom-up,l2,4,7,N/A,N/A,15
MIS,Bottom-up,l2,4,7,N/A,N/A,25
MIS,Bottom-up,l2,4,7,N/A,N/A,35
MIS,Bottom-up,l2,4,7,N/A,N/A,50
MIS,Bottom-up,l2,4,7,N/A,N/A,69
MIS,PELT,l2,N/A,8,0.2,N/A,10
MIS,PELT,l2,N/A,8,0.2,N/A,55
MIS,PELT,l2,N/A,8,0.2,N/A,69
MIS,PELT,l2,N/A,8,0.65,N/A,45
MIS,PELT,l2,N/A,8,0.65,N/A,69
MIS,PELT,l2,N/A,8,1.1,N/A,45
MIS,PELT,l2,N/A,8,1.1,N/A,69
MIS,PELT,l2,N/A,8,1.55,N/A,69
MIS,PELT,l2,N/A,8,2.0,N/A,69
MIS,Bottom-up,l2,False,8,N/A,N/A,69
MIS,Bottom-up,l2,1,8,N/A,N/A,50
MIS,Bottom-up,l2,1,8,N/A,N/A,69
MIS,Bottom-up,l2,2,8,N/A,N/A,15
MIS,Bottom-up,l2,2,8,N/A,N/A,50
MIS,Bottom-up,l2,2,8,N/A,N/A,69
MIS,Bottom-up,l2,3,8,N/A,N/A,15
MIS,Bottom-up,l2,3,8,N/A,N/A,35
MIS,Bottom-up,l2,3,8,N/A,N/A,50
MIS,Bottom-up,l2,3,8,N/A,N/A,69
MIS,Bottom-up,l2,4,8,N/A,N/A,15
MIS,Bottom-up,l2,4,8,N/A,N/A,25
MIS,Bottom-up,l2,4,8,N/A,N/A,35
MIS,Bottom-up,l2,4,8,N/A,N/A,50
MIS,Bottom-up,l2,4,8,N/A,N/A,69
MIS,PELT,l2,N/A,9,0.2,N/A,10
MIS,PELT,l2,N/A,9,0.2,N/A,55
MIS,PELT,l2,N/A,9,0.2,N/A,69
MIS,PELT,l2,N/A,9,0.65,N/A,45
MIS,PELT,l2,N/A,9,0.65,N/A,69
MIS,PELT,l2,N/A,9,1.1,N/A,45
MIS,PELT,l2,N/A,9,1.1,N/A,69
MIS,PELT,l2,N/A,9,1.55,N/A,69
MIS,PELT,l2,N/A,9,2.0,N/A,69
MIS,Bottom-up,l2,False,9,N/A,N/A,69
MIS,Bottom-up,l2,1,9,N/A,N/A,50
MIS,Bottom-up,l2,1,9,N/A,N/A,69
MIS,Bottom-up,l2,2,9,N/A,N/A,15
MIS,Bottom-up,l2,2,9,N/A,N/A,50
MIS,Bottom-up,l2,2,9,N/A,N/A,69
MIS,Bottom-up,l2,3,9,N/A,N/A,15
MIS,Bottom-up,l2,3,9,N/A,N/A,35
MIS,Bottom-up,l2,3,9,N/A,N/A,50
MIS,Bottom-up,l2,3,9,N/A,N/A,69
MIS,Bottom-up,l2,4,9,N/A,N/A,15
MIS,Bottom-up,l2,4,9,N/A,N/A,25
MIS,Bottom-up,l2,4,9,N/A,N/A,35
MIS,Bottom-up,l2,4,9,N/A,N/A,50
MIS,Bottom-up,l2,4,9,N/A,N/A,69
MIS,PELT,l2,N/A,10,0.2,N/A,10
MIS,PELT,l2,N/A,10,0.2,N/A,55
MIS,PELT,l2,N/A,10,0.2,N/A,69
MIS,PELT,l2,N/A,10,0.65,N/A,45
MIS,PELT,l2,N/A,10,0.65,N/A,69
MIS,PELT,l2,N/A,10,1.1,N/A,45
MIS,PELT,l2,N/A,10,1.1,N/A,69
MIS,PELT,l2,N/A,10,1.55,N/A,69
MIS,PELT,l2,N/A,10,2.0,N/A,69
MIS,Bottom-up,l2,False,10,N/A,N/A,69
MIS,Bottom-up,l2,1,10,N/A,N/A,50
MIS,Bottom-up,l2,1,10,N/A,N/A,69
MIS,Bottom-up,l2,2,10,N/A,N/A,15
MIS,Bottom-up,l2,2,10,N/A,N/A,50
MIS,Bottom-up,l2,2,10,N/A,N/A,69
MIS,Bottom-up,l2,3,10,N/A,N/A,15
MIS,Bottom-up,l2,3,10,N/A,N/A,35
MIS,Bottom-up,l2,3,10,N/A,N/A,50
MIS,Bottom-up,l2,3,10,N/A,N/A,69
MIS,Bottom-up,l2,4,10,N/A,N/A,15
MIS,Bottom-up,l2,4,10,N/A,N/A,25
MIS,Bottom-up,l2,4,10,N/A,N/A,35
MIS,Bottom-up,l2,4,10,N/A,N/A,50
MIS,Bottom-up,l2,4,10,N/A,N/A,69
MIS,Window,l2,False,N/A,4.23410650459726,4,69
MIS,Window,l2,1,N/A,4.23410650459726,4,65
MIS,Window,l2,1,N/A,4.23410650459726,4,69
MIS,Window,l2,2,N/A,4.23410650459726,4,55
MIS,Window,l2,2,N/A,4.23410650459726,4,65
MIS,Window,l2,2,N/A,4.23410650459726,4,69
MIS,Window,l2,3,N/A,4.23410650459726,4,30
MIS,Window,l2,3,N/A,4.23410650459726,4,55
MIS,Window,l2,3,N/A,4.23410650459726,4,65
MIS,Window,l2,3,N/A,4.23410650459726,4,69
MIS,Window,l2,4,N/A,4.23410650459726,4,10
MIS,Window,l2,4,N/A,4.23410650459726,4,30
MIS,Window,l2,4,N/A,4.23410650459726,4,55
MIS,Window,l2,4,N/A,4.23410650459726,4,65
MIS,Window,l2,4,N/A,4.23410650459726,4,69
MIS,Window,l2,False,N/A,4.23410650459726,6,69
MIS,Window,l2,1,N/A,4.23410650459726,6,65
MIS,Window,l2,1,N/A,4.23410650459726,6,69
MIS,Window,l2,2,N/A,4.23410650459726,6,55
MIS,Window,l2,2,N/A,4.23410650459726,6,65
MIS,Window,l2,2,N/A,4.23410650459726,6,69
MIS,Window,l2,3,N/A,4.23410650459726,6,40
MIS,Window,l2,3,N/A,4.23410650459726,6,55
MIS,Window,l2,3,N/A,4.23410650459726,6,65
MIS,Window,l2,3,N/A,4.23410650459726,6,69
MIS,Window,l2,4,N/A,4.23410650459726,6,30
MIS,Window,l2,4,N/A,4.23410650459726,6,40
MIS,Window,l2,4,N/A,4.23410650459726,6,55
MIS,Window,l2,4,N/A,4.23410650459726,6,65
MIS,Window,l2,4,N/A,4.23410650459726,6,69
MIS,Window,l2,False,N/A,4.23410650459726,8,69
MIS,Window,l2,1,N/A,4.23410650459726,8,55
MIS,Window,l2,1,N/A,4.23410650459726,8,69
MIS,Window,l2,2,N/A,4.23410650459726,8,5
MIS,Window,l2,2,N/A,4.23410650459726,8,55
MIS,Window,l2,2,N/A,4.23410650459726,8,69
MIS,Window,l2,3,N/A,4.23410650459726,8,5
MIS,Window,l2,3,N/A,4.23410650459726,8,30
MIS,Window,l2,3,N/A,4.23410650459726,8,55
MIS,Window,l2,3,N/A,4.23410650459726,8,69
MIS,Window,l2,4,N/A,4.23410650459726,8,5
MIS,Window,l2,4,N/A,4.23410650459726,8,20
MIS,Window,l2,4,N/A,4.23410650459726,8,30
MIS,Window,l2,4,N/A,4.23410650459726,8,55
MIS,Window,l2,4,N/A,4.23410650459726,8,69
MIS,Window,l2,False,N/A,4.23410650459726,10,69
MIS,Window,l2,1,N/A,4.23410650459726,10,55
MIS,Window,l2,1,N/A,4.23410650459726,10,69
MIS,Window,l2,2,N/A,4.23410650459726,10,10
MIS,Window,l2,2,N/A,4.23410650459726,10,55
MIS,Window,l2,2,N/A,4.23410650459726,10,69
MIS,Window,l2,3,N/A,4.23410650459726,10,10
MIS,Window,l2,3,N/A,4.23410650459726,10,30
MIS,Window,l2,3,N/A,4.23410650459726,10,55
MIS,Window,l2,3,N/A,4.23410650459726,10,69
MIS,Window,l2,4,N/A,4.23410650459726,10,10
MIS,Window,l2,4,N/A,4.23410650459726,10,30
MIS,Window,l2,4,N/A,4.23410650459726,10,45
MIS,Window,l2,4,N/A,4.23410650459726,10,55
MIS,Window,l2,4,N/A,4.23410650459726,10,69
MIS,Window,l2,False,N/A,4.23410650459726,12,69
MIS,Window,l2,1,N/A,4.23410650459726,12,55
MIS,Window,l2,1,N/A,4.23410650459726,12,69
MIS,Window,l2,2,N/A,4.23410650459726,12,10
MIS,Window,l2,2,N/A,4.23410650459726,12,55
MIS,Window,l2,2,N/A,4.23410650459726,12,69
MIS,Window,l2,3,N/A,4.23410650459726,12,10
MIS,Window,l2,3,N/A,4.23410650459726,12,30
MIS,Window,l2,3,N/A,4.23410650459726,12,55
MIS,Window,l2,3,N/A,4.23410650459726,12,69
MIS,Window,l2,4,N/A,4.23410650459726,12,10
MIS,Window,l2,4,N/A,4.23410650459726,12,20
MIS,Window,l2,4,N/A,4.23410650459726,12,30
MIS,Window,l2,4,N/A,4.23410650459726,12,55
MIS,Window,l2,4,N/A,4.23410650459726,12,69
MIS,Window,l2,False,N/A,4.23410650459726,14,69
MIS,Window,l2,1,N/A,4.23410650459726,14,55
MIS,Window,l2,1,N/A,4.23410650459726,14,69
MIS,Window,l2,2,N/A,4.23410650459726,14,10
MIS,Window,l2,2,N/A,4.23410650459726,14,55
MIS,Window,l2,2,N/A,4.23410650459726,14,69
MIS,Window,l2,3,N/A,4.23410650459726,14,10
MIS,Window,l2,3,N/A,4.23410650459726,14,30
MIS,Window,l2,3,N/A,4.23410650459726,14,55
MIS,Window,l2,3,N/A,4.23410650459726,14,69
MIS,Window,l2,4,N/A,4.23410650459726,14,10
MIS,Window,l2,4,N/A,4.23410650459726,14,20
MIS,Window,l2,4,N/A,4.23410650459726,14,30
MIS,Window,l2,4,N/A,4.23410650459726,14,55
MIS,Window,l2,4,N/A,4.23410650459726,14,69
Onset_Density,PELT,l1,N/A,5,0.2,N/A,5
Onset_Density,PELT,l1,N/A,5,0.2,N/A,10
Onset_Density,PELT,l1,N/A,5,0.2,N/A,30
Onset_Density,PELT,l1,N/A,5,0.2,N/A,40
Onset_Density,PELT,l1,N/A,5,0.2,N/A,45
Onset_Density,PELT,l1,N/A,5,0.2,N/A,50
Onset_Density,PELT,l1,N/A,5,0.2,N/A,55
Onset_Density,PELT,l1,N/A,5,0.2,N/A,60
Onset_Density,PELT,l1,N/A,5,0.2,N/A,69
Onset_Density,PELT,l1,N/A,5,0.65,N/A,45
Onset_Density,PELT,l1,N/A,5,0.65,N/A,50
Onset_Density,PELT,l1,N/A,5,0.65,N/A,69
Onset_Density,PELT,l1,N/A,5,1.1,N/A,45
Onset_Density,PELT,l1,N/A,5,1.1,N/A,69
Onset_Density,PELT,l1,N/A,5,1.55,N/A,45
Onset_Density,PELT,l1,N/A,5,1.55,N/A,69
Onset_Density,PELT,l1,N/A,5,2.0,N/A,45
Onset_Density,PELT,l1,N/A,5,2.0,N/A,69
Onset_Density,Bottom-up,l1,False,5,N/A,N/A,45
Onset_Density,Bottom-up,l1,False,5,N/A,N/A,69
Onset_Density,Bottom-up,l1,1,5,N/A,N/A,45
Onset_Density,Bottom-up,l1,1,5,N/A,N/A,69
Onset_Density,Bottom-up,l1,2,5,N/A,N/A,45
Onset_Density,Bottom-up,l1,2,5,N/A,N/A,50
Onset_Density,Bottom-up,l1,2,5,N/A,N/A,69
Onset_Density,Bottom-up,l1,3,5,N/A,N/A,10
Onset_Density,Bottom-up,l1,3,5,N/A,N/A,45
Onset_Density,Bottom-up,l1,3,5,N/A,N/A,50
Onset_Density,Bottom-up,l1,3,5,N/A,N/A,69
Onset_Density,Bottom-up,l1,4,5,N/A,N/A,10
Onset_Density,Bottom-up,l1,4,5,N/A,N/A,45
Onset_Density,Bottom-up,l1,4,5,N/A,N/A,50
Onset_Density,Bottom-up,l1,4,5,N/A,N/A,55
Onset_Density,Bottom-up,l1,4,5,N/A,N/A,69
Onset_Density,PELT,l1,N/A,6,0.2,N/A,10
Onset_Density,PELT,l1,N/A,6,0.2,N/A,30
Onset_Density,PELT,l1,N/A,6,0.2,N/A,45
Onset_Density,PELT,l1,N/A,6,0.2,N/A,60
Onset_Density,PELT,l1,N/A,6,0.2,N/A,69
Onset_Density,PELT,l1,N/A,6,0.65,N/A,45
Onset_Density,PELT,l1,N/A,6,0.65,N/A,69
Onset_Density,PELT,l1,N/A,6,1.1,N/A,45
Onset_Density,PELT,l1,N/A,6,1.1,N/A,69
Onset_Density,PELT,l1,N/A,6,1.55,N/A,45
Onset_Density,PELT,l1,N/A,6,1.55,N/A,69
Onset_Density,PELT,l1,N/A,6,2.0,N/A,45
Onset_Density,PELT,l1,N/A,6,2.0,N/A,69
Onset_Density,Bottom-up,l1,False,6,N/A,N/A,50
Onset_Density,Bottom-up,l1,False,6,N/A,N/A,69
Onset_Density,Bottom-up,l1,1,6,N/A,N/A,50
Onset_Density,Bottom-up,l1,1,6,N/A,N/A,69
Onset_Density,Bottom-up,l1,2,6,N/A,N/A,15
Onset_Density,Bottom-up,l1,2,6,N/A,N/A,50
Onset_Density,Bottom-up,l1,2,6,N/A,N/A,69
Onset_Density,Bottom-up,l1,3,6,N/A,N/A,15
Onset_Density,Bottom-up,l1,3,6,N/A,N/A,35
Onset_Density,Bottom-up,l1,3,6,N/A,N/A,50
Onset_Density,Bottom-up,l1,3,6,N/A,N/A,69
Onset_Density,Bottom-up,l1,4,6,N/A,N/A,15
Onset_Density,Bottom-up,l1,4,6,N/A,N/A,35
Onset_Density,Bottom-up,l1,4,6,N/A,N/A,50
Onset_Density,Bottom-up,l1,4,6,N/A,N/A,60
Onset_Density,Bottom-up,l1,4,6,N/A,N/A,69
Onset_Density,PELT,l1,N/A,7,0.2,N/A,10
Onset_Density,PELT,l1,N/A,7,0.2,N/A,30
Onset_Density,PELT,l1,N/A,7,0.2,N/A,45
Onset_Density,PELT,l1,N/A,7,0.2,N/A,60
Onset_Density,PELT,l1,N/A,7,0.2,N/A,69
Onset_Density,PELT,l1,N/A,7,0.65,N/A,45
Onset_Density,PELT,l1,N/A,7,0.65,N/A,69
Onset_Density,PELT,l1,N/A,7,1.1,N/A,45
Onset_Density,PELT,l1,N/A,7,1.1,N/A,69
Onset_Density,PELT,l1,N/A,7,1.55,N/A,45
Onset_Density,PELT,l1,N/A,7,1.55,N/A,69
Onset_Density,PELT,l1,N/A,7,2.0,N/A,45
Onset_Density,PELT,l1,N/A,7,2.0,N/A,69
Onset_Density,Bottom-up,l1,False,7,N/A,N/A,50
Onset_Density,Bottom-up,l1,False,7,N/A,N/A,69
Onset_Density,Bottom-up,l1,1,7,N/A,N/A,50
Onset_Density,Bottom-up,l1,1,7,N/A,N/A,69
Onset_Density,Bottom-up,l1,2,7,N/A,N/A,15
Onset_Density,Bottom-up,l1,2,7,N/A,N/A,50
Onset_Density,Bottom-up,l1,2,7,N/A,N/A,69
Onset_Density,Bottom-up,l1,3,7,N/A,N/A,15
Onset_Density,Bottom-up,l1,3,7,N/A,N/A,35
Onset_Density,Bottom-up,l1,3,7,N/A,N/A,50
Onset_Density,Bottom-up,l1,3,7,N/A,N/A,69
Onset_Density,Bottom-up,l1,4,7,N/A,N/A,15
Onset_Density,Bottom-up,l1,4,7,N/A,N/A,35
Onset_Density,Bottom-up,l1,4,7,N/A,N/A,50
Onset_Density,Bottom-up,l1,4,7,N/A,N/A,60
Onset_Density,Bottom-up,l1,4,7,N/A,N/A,69
Onset_Density,PELT,l1,N/A,8,0.2,N/A,10
Onset_Density,PELT,l1,N/A,8,0.2,N/A,30
Onset_Density,PELT,l1,N/A,8,0.2,N/A,45
Onset_Density,PELT,l1,N/A,8,0.2,N/A,60
Onset_Density,PELT,l1,N/A,8,0.2,N/A,69
Onset_Density,PELT,l1,N/A,8,0.65,N/A,45
Onset_Density,PELT,l1,N/A,8,0.65,N/A,69
Onset_Density,PELT,l1,N/A,8,1.1,N/A,45
Onset_Density,PELT,l1,N/A,8,1.1,N/A,69
Onset_Density,PELT,l1,N/A,8,1.55,N/A,45
Onset_Density,PELT,l1,N/A,8,1.55,N/A,69
Onset_Density,PELT,l1,N/A,8,2.0,N/A,45
Onset_Density,PELT,l1,N/A,8,2.0,N/A,69
Onset_Density,Bottom-up,l1,False,8,N/A,N/A,50
Onset_Density,Bottom-up,l1,False,8,N/A,N/A,69
Onset_Density,Bottom-up,l1,1,8,N/A,N/A,50
Onset_Density,Bottom-up,l1,1,8,N/A,N/A,69
Onset_Density,Bottom-up,l1,2,8,N/A,N/A,15
Onset_Density,Bottom-up,l1,2,8,N/A,N/A,50
Onset_Density,Bottom-up,l1,2,8,N/A,N/A,69
Onset_Density,Bottom-up,l1,3,8,N/A,N/A,15
Onset_Density,Bottom-up,l1,3,8,N/A,N/A,35
Onset_Density,Bottom-up,l1,3,8,N/A,N/A,50
Onset_Density,Bottom-up,l1,3,8,N/A,N/A,69
Onset_Density,Bottom-up,l1,4,8,N/A,N/A,15
Onset_Density,Bottom-up,l1,4,8,N/A,N/A,35
Onset_Density,Bottom-up,l1,4,8,N/A,N/A,50
Onset_Density,Bottom-up,l1,4,8,N/A,N/A,60
Onset_Density,Bottom-up,l1,4,8,N/A,N/A,69
Onset_Density,PELT,l1,N/A,9,0.2,N/A,10
Onset_Density,PELT,l1,N/A,9,0.2,N/A,30
Onset_Density,PELT,l1,N/A,9,0.2,N/A,45
Onset_Density,PELT,l1,N/A,9,0.2,N/A,60
Onset_Density,PELT,l1,N/A,9,0.2,N/A,69
Onset_Density,PELT,l1,N/A,9,0.65,N/A,45
Onset_Density,PELT,l1,N/A,9,0.65,N/A,69
Onset_Density,PELT,l1,N/A,9,1.1,N/A,45
Onset_Density,PELT,l1,N/A,9,1.1,N/A,69
Onset_Density,PELT,l1,N/A,9,1.55,N/A,45
Onset_Density,PELT,l1,N/A,9,1.55,N/A,69
Onset_Density,PELT,l1,N/A,9,2.0,N/A,45
Onset_Density,PELT,l1,N/A,9,2.0,N/A,69
Onset_Density,Bottom-up,l1,False,9,N/A,N/A,50
Onset_Density,Bottom-up,l1,False,9,N/A,N/A,69
Onset_Density,Bottom-up,l1,1,9,N/A,N/A,50
Onset_Density,Bottom-up,l1,1,9,N/A,N/A,69
Onset_Density,Bottom-up,l1,2,9,N/A,N/A,15
Onset_Density,Bottom-up,l1,2,9,N/A,N/A,50
Onset_Density,Bottom-up,l1,2,9,N/A,N/A,69
Onset_Density,Bottom-up,l1,3,9,N/A,N/A,15
Onset_Density,Bottom-up,l1,3,9,N/A,N/A,35
Onset_Density,Bottom-up,l1,3,9,N/A,N/A,50
Onset_Density,Bottom-up,l1,3,9,N/A,N/A,69
Onset_Density,Bottom-up,l1,4,9,N/A,N/A,15
Onset_Density,Bottom-up,l1,4,9,N/A,N/A,35
Onset_Density,Bottom-up,l1,4,9,N/A,N/A,50
Onset_Density,Bottom-up,l1,4,9,N/A,N/A,60
Onset_Density,Bottom-up,l1,4,9,N/A,N/A,69
Onset_Density,PELT,l1,N/A,10,0.2,N/A,10
Onset_Density,PELT,l1,N/A,10,0.2,N/A,30
Onset_Density,PELT,l1,N/A,10,0.2,N/A,45
Onset_Density,PELT,l1,N/A,10,0.2,N/A,69
Onset_Density,PELT,l1,N/A,10,0.65,N/A,45
Onset_Density,PELT,l1,N/A,10,0.65,N/A,69
Onset_Density,PELT,l1,N/A,10,1.1,N/A,45
Onset_Density,PELT,l1,N/A,10,1.1,N/A,69
Onset_Density,PELT,l1,N/A,10,1.55,N/A,45
Onset_Density,PELT,l1,N/A,10,1.55,N/A,69
Onset_Density,PELT,l1,N/A,10,2.0,N/A,45
Onset_Density,PELT,l1,N/A,10,2.0,N/A,69
Onset_Density,Bottom-up,l1,False,10,N/A,N/A,50
Onset_Density,Bottom-up,l1,False,10,N/A,N/A,69
Onset_Density,Bottom-up,l1,1,10,N/A,N/A,50
Onset_Density,Bottom-up,l1,1,10,N/A,N/A,69
Onset_Density,Bottom-up,l1,2,10,N/A,N/A,15
Onset_Density,Bottom-up,l1,2,10,N/A,N/A,50
Onset_Density,Bottom-up,l1,2,10,N/A,N/A,69
Onset_Density,Bottom-up,l1,3,10,N/A,N/A,15
Onset_Density,Bottom-up,l1,3,10,N/A,N/A,35
Onset_Density,Bottom-up,l1,3,10,N/A,N/A,50
Onset_Density,Bottom-up,l1,3,10,N/A,N/A,69
Onset_Density,Bottom-up,l1,4,10,N/A,N/A,15
Onset_Density,Bottom-up,l1,4,10,N/A,N/A,25
Onset_Density,Bottom-up,l1,4,10,N/A,N/A,35
Onset_Density,Bottom-up,l1,4,10,N/A,N/A,50
Onset_Density,Bottom-up,l1,4,10,N/A,N/A,69
Onset_Density,Window,l1,False,N/A,4.23410650459726,4,45
Onset_Density,Window,l1,False,N/A,4.23410650459726,4,69
Onset_Density,Window,l1,1,N/A,4.23410650459726,4,45
Onset_Density,Window,l1,1,N/A,4.23410650459726,4,69
Onset_Density,Window,l1,2,N/A,4.23410650459726,4,45
Onset_Density,Window,l1,2,N/A,4.23410650459726,4,65
Onset_Density,Window,l1,2,N/A,4.23410650459726,4,69
Onset_Density,Window,l1,3,N/A,4.23410650459726,4,30
Onset_Density,Window,l1,3,N/A,4.23410650459726,4,45
Onset_Density,Window,l1,3,N/A,4.23410650459726,4,65
Onset_Density,Window,l1,3,N/A,4.23410650459726,4,69
Onset_Density,Window,l1,4,N/A,4.23410650459726,4,30
Onset_Density,Window,l1,4,N/A,4.23410650459726,4,45
Onset_Density,Window,l1,4,N/A,4.23410650459726,4,65
Onset_Density,Window,l1,4,N/A,4.23410650459726,4,69
Onset_Density,Window,l1,False,N/A,4.23410650459726,6,45
Onset_Density,Window,l1,False,N/A,4.23410650459726,6,69
Onset_Density,Window,l1,1,N/A,4.23410650459726,6,45
Onset_Density,Window,l1,1,N/A,4.23410650459726,6,69
Onset_Density,Window,l1,2,N/A,4.23410650459726,6,45
Onset_Density,Window,l1,2,N/A,4.23410650459726,6,65
