Year,Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO,PIC,RIC
1990,0.7413599274661381,2.8303036193737534,2.035884347176845,2.0777727290827483,5.118055054030489,0.4463579508335823,3.636607682552879,2.320507831966976
1991,0.7360169969983473,2.8245279250454325,2.0614484774649613,1.9131106687082167,5.008714251042626,0.44046389496811844,3.6950418611411138,2.506651079614035
1992,0.7462995849952441,2.9256300625538274,2.1394354532414344,1.8013079933752156,4.934346211171869,0.43414115447416074,3.85648217347807,2.5242544683640347
1993,0.7459295288885862,2.992021573141307,2.0908258692174857,1.820701338947099,5.040882619208277,0.4401826346561869,3.78920588547807,2.4576851216973687
1994,0.7504155610809172,3.044839926888879,2.0748090337077882,1.9283101906390265,5.333376234876235,0.43211260169595767,3.691926273833333,2.391517399
1995,0.744992928118245,3.0621457937787575,2.012992916276196,1.938361941652834,5.300639675139675,0.39704396969841715,3.789323615166667,2.4706825976666664
1996,0.7454650605860499,3.075324661985121,1.9928269310225495,2.068244341067012,5.6555550190550195,0.4236512577285959,3.704654513833333,2.2072954690000004
1997,0.7449799425013762,3.0559278991279766,1.9194322377677575,2.1889715024556176,5.877240975845143,0.4440158749401961,3.57794563425,2.1353911058055557
1998,0.739401848904681,3.0029784271357522,1.9800763573211593,2.222658959858798,5.993485019383303,0.4495960712212114,3.57455002515196,2.1564074700408495
1999,0.7377904050200762,2.9904937970902523,2.020164959454438,2.2417502594471186,6.062431430018264,0.4569914666186392,3.4924767169971984,2.1238162299813257
2000,0.733498806433392,2.9005662135166963,2.0497449412503648,2.3808825211721603,6.392591270178104,0.47871068952406215,3.2959923577591033,1.985427805219421
2001,0.7185834859758605,2.7259553510436185,1.9462784593506957,2.6269827329621003,7.136312289899124,0.4809313059661603,3.0352027937591037,1.9069987652194214
2002,0.7090291745602809,2.686887273783977,2.0257693971230135,2.6821936219240046,6.993056658670598,0.4769172466796435,2.972186544739496,1.9564424655462187
2003,0.7008697863485058,2.6272910488719274,1.9631865241832345,2.7882764737222843,7.255334903301784,0.48849099874588653,2.948027367092437,1.8850835650756306
2004,0.7140976386083125,2.720318511785529,1.9435073471490234,2.8760208598449175,7.525938907529738,0.4768789729051,2.943076136140056,1.8879059245994398
2005,0.715919597156174,2.713008518283714,1.9135184088108794,2.8291941017554634,7.43795182380736,0.46447648616856085,2.9645698285210083,1.9168495259327731
2006,0.7238007710060753,2.7922371163706785,1.9288669164398478,2.676679418586075,6.583026998632535,0.4674239660348113,3.0305162264907053,1.972807913690349
2007,0.728587768011682,2.7955600675081294,1.8419879377016684,2.710468408470688,6.539383379420144,0.4976364858778542,3.0454558558436466,1.8455308758079958
2008,0.7394649456053715,2.7749031712462706,1.8814097664161646,2.596577276433464,5.924874522264227,0.48359434715792826,3.0301502714092576,1.8909538511202133
2009,0.7291023925282636,2.6334731489734833,1.7859214515215343,2.5264488350023564,5.353396490062512,0.5085868972113079,2.947266077950611,1.8464895027743484
2010,0.7368973953081281,2.771201355306876,1.7993892568016499,2.507529301275803,5.091787454979611,0.5370647071925484,2.933789729827361,1.8268549345950766
2011,0.7361786745453658,2.727798389891844,1.7225950373659191,2.5861410512142218,5.183861630803786,0.5442551530892512,2.9144756803909977,1.7551826648375008
2012,0.7362242281496548,2.7375725825294364,1.7901470391331693,2.517323954893954,5.051737138850142,0.5085836006184021,2.899927185155704,1.8664533344845597
2013,0.7374367634718866,2.7925479853792563,1.7293425284209427,2.6345469072945575,5.399575237112389,0.51112540145939,2.8050600442650158,1.8595261763550053
2014,0.734526887234641,2.7830171763916254,1.8203929232468308,2.696290736942001,5.765990897475418,0.5092282706685098,2.859112843212384,1.8740639097234264
2015,0.7227227259235421,2.6928687738435406,1.8030560267160598,2.825448950446998,6.195059805396343,0.5257808406047743,2.8382190399070617,1.816502530950317
2016,0.7266033729611754,2.7222226813046375,1.8777809988226584,2.773090225454548,6.478108481006939,0.5235214165213468,2.878396925549167,1.837635707406457
2017,0.7243459021180927,2.6761404650981513,1.856100840358949,2.9285635199948694,6.897040276545631,0.5627532901705389,2.802801165363409,1.7139567308120303
2018,0.7166676899045428,2.6963655797211024,1.8818852375876514,2.929852561392516,6.737215717032218,0.550712449989367,2.9092769989891396,1.7434795558646616
2019,0.7113344816630016,2.694714253983812,1.9168366712635443,3.000542896658763,6.704138181392764,0.5663796663849829,2.883641747690894,1.7137920324611529
2020,0.7028777926264467,2.5378471749630043,1.850129770934035,3.011831419308869,6.555371626461612,0.553947900977574,2.8306816305480367,1.7611958556040102
2021,,,,,,,,
2022,,,,,,,,
