Year,Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO,PIC,RIC
1994,0.7556106710424603,3.067619777252286,2.0975498309527496,1.6859203621605996,4.991393849206349,0.36237753092143,4.05527853125,2.37770974375
1995,0.765900438942284,3.2893221941917745,1.8764330808606535,2.1058130859697126,5.610030525030525,0.4899196612770045,3.3556831866666665,2.0026137200000003
1996,0.7304248690870624,2.873526619683032,1.9081786239259309,2.327605536652487,6.516290133477634,0.39552053081264044,3.53133533125,2.21137958125
1997,0.729245637202163,3.0625753857732207,1.8305731925196727,2.0773945078760234,5.147150534650534,0.35119181804039135,3.9803229866666663,2.4790979933333332
1998,0.7461436866562792,3.083579333025293,2.2513999268537415,2.1444882126762375,6.012910052910053,0.5192467475915131,3.6006525333333332,1.9656763066666665
1999,0.7531850806190925,2.970635962966563,1.7305763646787895,2.289556169103626,6.099823633156967,0.46420061697943166,3.421734133333333,2.018187927777778
2000,0.7380099709588085,3.0245748342306515,2.179653678627663,2.2742503729856156,6.191250742721331,0.5178206426820805,3.3387051411764705,2.107695541176471
2001,0.7223676496640378,2.811103469455533,2.1086216345923248,2.4230620345940888,6.861022186652439,0.43249750779977947,3.1209687904761902,2.048423380952381
2002,0.7077876442687423,2.612937467905442,1.9784731014993067,2.773055816501234,6.797949735449736,0.4597879325675061,2.9979011904761905,1.7871558695238097
2003,0.671567084368622,2.210525020659901,1.7340675173553943,3.3749892716259375,9.73151515151515,0.5303498298020041,2.2967047133333334,1.5735311066666666
2004,0.7054135235411939,2.7752955766683574,2.1280310535403792,2.5656106139131474,5.383545477014335,0.44413032054684776,3.106652888235294,2.265406429411765
2005,0.6972130298999332,2.726593709670403,1.8667393139287674,2.8046646319770128,7.5026419658772605,0.5756894030132952,3.2179092529411766,1.7509010388235295
2006,0.7885069109630711,3.2762407840235412,2.0102257494212696,2.8617839652072554,8.214042207792208,0.3744373785958466,3.0962126357142856,2.0625351785714288
2007,0.7168974370080496,2.5763875003963688,1.8285284098085857,2.5389220260539638,6.358014316837846,0.3977754988848104,3.1053696523809524,1.9318738761904763
2008,0.7109729536181286,2.606668011094722,1.810810055500238,2.612415855778996,5.456891025641026,0.5450872291332566,2.626436703181818,1.8533230454545453
2009,0.729348508569227,2.7919103323556107,1.6936361598494816,2.7345555633362126,5.165327380952381,0.5951929197620618,3.181351035,1.6290212400000001
2010,0.7515989178683815,2.623309228361111,2.0638484575012486,2.235208971790892,4.43009768009768,0.5054787094136657,3.1413813307692307,1.9780159153846155
2011,0.7366941455775315,2.569090672659604,1.5327841749481161,2.5111417580517155,5.356652046783625,0.49940012886274454,2.6817916684210528,1.8402134368421053
2012,0.7558724509073723,3.265028532063333,1.8958674362091648,2.4443243574211984,5.04996914142334,0.5401645487910136,3.0379879117647057,1.8337010352941177
2013,0.7073793498043172,2.389653184019562,1.4268389583215844,3.0054746054710892,5.917261904761904,0.5810394586167705,2.529866456,1.4949616966666668
2014,0.7295762765906715,2.840781295543574,2.031396168685734,2.3904700817348736,4.50470492118416,0.41683515740781596,3.1086085588235295,2.185374588235294
2015,0.7576615944795403,2.8981862426102096,1.7598259039401132,2.8213237337939097,6.1692881714089145,0.518187713618605,2.6670456263157893,1.9433801247368423
2016,0.7221447643913038,2.5214366277214504,1.9880361490775578,2.8198609062889357,7.18873034859877,0.4899144749083444,2.952055663157895,1.9129021036842104
2017,0.696851644351878,2.814286519322909,1.8091829535553094,3.0901154249461844,7.195313681027967,0.6229273984723352,2.9335188952380955,1.5458941414285714
2018,0.7267825849924839,2.536422721325045,1.8004638188545783,2.743680980508838,7.33250528281488,0.5697423381996333,2.7307558842105264,1.6006275789473683
2019,0.7182889223752571,2.6103702145111445,1.9229953763671856,3.167836554436478,6.5993638988776295,0.6129945256537767,2.7306297578947367,1.566979705263158
2020,0.7192705334117911,2.9993118157249636,1.8887478900836259,2.8277689407821445,5.370165373841845,0.4579835127127451,3.1994247944444445,2.09099425
2021,0.6954787231835977,2.5131799990349957,2.1627933174570226,3.1733125826201696,7.023342670401494,0.5682505568864245,2.823879406666667,1.7644644866666668
2022,0.6545681991691031,2.029951124218872,1.475648451907762,3.1465580381967144,6.451480906372211,0.56076857143529,2.6687183095238094,1.782913257142857
