ID,Year,Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO
1970_03_2,1970,0.8376554608344942,3.4552202119116475,2.1904761904761907,2.507716024318266,7.083333333333333,0.46987951807228917
2019_02_4,2019,0.8056588497480077,3.2768204212317453,1.9142857142857144,3.330942492996206,7.1,0.4927536231884058
2020_01_2,2020,0.6211072229734252,2.22777085064038,2.576923076923077,2.571609017253441,3.857142857142857,0.4
1982_05_3,1982,0.8212970499656909,2.461421083439402,1.8666666666666667,3.799998480000608,2.0,0.42857142857142855
1997_01a_2,1997,0.827186014230899,4.144871879111417,1.855263157894737,1.466667253333568,5.923076923076923,0.41333333333333333
1994_03_3,1994,0.6734627312162728,2.3427323922566132,2.090909090909091,1.8091722180501255,5.0,0.6511627906976745
2021_01_2,2021,0.7842268328821256,3.0294413334638794,3.24,3.7239718404087143,6.5,0.5416666666666666
2012_04_1,2012,0.6921142260885113,4.024922359499621,2.1025641025641026,2.227423316249517,5.0,0.5789473684210527
2005_02_1,2005,0.6853250093774157,1.6091080598760423,1.0416666666666667,3.879458087246288,9.125,0.5352112676056338
2013_04_1,2013,0.673860377907801,0.5128116404165498,0.24,3.909996481003167,6.375,0.673469387755102
2004_02_1,2004,0.9216520076669183,4.2433675603323415,2.226086956521739,3.3869643237324736,6.823529411764706,0.47368421052631576
2015_01_1,2015,0.5664621610026684,1.7320508075688772,1.1538461538461537,2.8162553914442716,5.714285714285714,0.23684210526315788
2014_01_1,2014,0.7505181266951585,3.4825845376283966,1.4772727272727273,2.0708250943735393,3.0,0.4883720930232558
1953_05_1,1953,0.9113889127016791,3.6721077053920954,3.260869565217391,1.3111279258588617,3.0,0.36363636363636365
1952_05_1,1952,0.5274798830826029,1.889822365046136,1.3076923076923077,1.042951926434641,2.0,0.0
2021_01_3,2021,0.669511055535204,2.0999436453413383,1.4,2.2332961532233226,3.25,0.25
2008_01_4,2008,0.6169476415010545,2.3273976981494746,1.8076923076923077,3.3198505573223827,6.5625,0.6796116504854369
1994_03_2,1994,0.7940162424900605,3.73369902146781,2.380952380952381,1.9165836034360415,5.375,0.3902439024390244
1983_05_2,1983,0.7645648777751929,2.7542189477051977,1.7380952380952381,2.0434172708558505,3.5833333333333335,0.14634146341463414
1995_03_2,1995,0.7837842447797804,2.508118306509158,1.98,2.1806906364832,5.666666666666667,0.4897959183673469
2009_01_4,2009,0.674321003036465,2.0272492123561494,2.730769230769231,1.831107145746859,3.857142857142857,0.44
1982_05_2,1982,0.8757762213765372,3.5540521918295633,1.8431372549019607,2.7830974783103044,6.5,0.46
2020_01_3,2020,0.7485515443116612,2.7794399004565182,2.966666666666667,2.4594341660043395,3.875,0.4482758620689655
2019_02_5,2019,0.6100914403447534,1.6363068171953572,1.1282051282051282,3.438804250747128,8.0,0.8157894736842105
1970_03_3,1970,0.852151029120305,3.461907993338724,1.4642857142857142,2.3187885496677954,5.947368421052632,0.46846846846846846
1967_05_3,1967,0.6934911340772064,2.528746294733667,1.4,2.24,3.0,0.3157894736842105
2002_05_3,2002,0.705278436532677,1.9219161830695952,1.5,1.9583779331881777,3.8333333333333335,0.38095238095238093
2015_03_3,2015,0.859220654990386,3.365841483030491,2.2758620689655173,2.112443613158763,7.5,0.39285714285714285
1954_02_2,1954,0.7850621785782488,3.7393533630409577,3.0172413793103448,1.477524103677115,7.375,0.2982456140350877
2003_05_3,2003,0.6347811952634853,2.3899564104204547,1.2461538461538462,2.330013172115339,8.25,0.40625
2014_03_3,2014,0.6519996791190702,2.1405802516882484,1.76,1.6370426840764067,3.1875,0.2653061224489796
1958_03a_1,1958,0.8321027255341649,5.289265673129565,3.6666666666666665,0.764035418801313,2.6,0.09090909090909091
1999_02_4,1999,0.8726627951888004,4.961998445327101,2.3043478260869565,2.9324337520276207,7.777777777777778,0.38235294117647056
2008_03_6,2008,0.7672441284508178,3.3966439440489826,1.8604651162790697,1.9563999357752067,5.5,0.42857142857142855
2020_03_1,2020,0.6737663937127345,2.947240147968251,2.045045045045045,3.3224067571924887,7.0,0.4909090909090909
1992_04_1,1992,0.8930735359392031,4.028365904941544,2.8125,1.6,4.125,0.3225806451612903
1970_01_1,1970,0.8485181226510519,4.438638548367126,2.6578947368421053,0.8421052631578947,2.4375,0.21621621621621623
1985_02_1,1985,0.6786809483123912,3.5297827682712395,2.0153846153846153,1.8591549295774648,3.8823529411764706,0.40625
1993_04_1,1993,0.6514783827920845,1.632993161855452,1.4545454545454546,0.861538317948742,2.4,0.2
1984_02_1,1984,0.7749894448377621,3.3669554331604816,2.847457627118644,1.7818178848485346,4.615384615384615,0.4827586206896552
1971_01_1,1971,0.8402650084787732,3.7416573867739413,2.3333333333333335,2.6315312245195552,4.6,0.6363636363636364
1999_04_2,1999,0.6385581438744877,2.9421635798528,2.323529411764706,2.406249759375024,8.75,0.42424242424242425
1998_04_2,1998,0.7248771823578412,3.2341923257592455,2.6315789473684212,2.071429089285844,5.0,0.6666666666666666
1988_05_1,1988,0.6263627511717587,2.065338955232288,2.0793650793650795,2.2988505747126435,4.266666666666667,0.3387096774193548
1989_05_1,1989,0.8212089327976245,3.3153112808436087,2.472972972972973,2.2470452095614784,4.6875,0.547945205479452
1995_05_4,1995,0.5849382697842485,3.2977292406849648,1.8048780487804879,2.293609136672549,10.375,0.5555555555555556
1958_05_2,1958,0.6831945932501796,2.8322736171417797,1.8780487804878048,1.5283644180559133,10.375,0.7160493827160493
2018_04_3,2018,0.7259139866836536,3.636545450000227,2.2222222222222223,3.0814356933252838,6.875,0.6226415094339622
2019_04_3,2019,0.6130463980459835,3.7287227832510816,3.9375,3.9046744573196284,6.125,0.6595744680851063
1967_03_1,1967,0.798578987742999,3.900100551745492,2.801980198019802,2.136125654450262,4.434782608695652,0.5
1970_05_1,1970,0.7035940631170394,3.089840559357362,2.6666666666666665,2.2405543979357834,3.7,0.2571428571428571
1966_03_1,1966,0.7634858882972799,2.871540821905803,2.4,2.3239572100873485,5.75,0.4090909090909091
1971_05_1,1971,0.866883935716051,3.2274188818448857,1.5106382978723405,1.7817232616503034,6.0,0.2391304347826087
1971_02b_2,1971,0.7732040897135306,2.7950849718747373,2.2580645161290325,1.9626649002682564,3.5555555555555554,0.43333333333333335
2002_01_3,2002,0.7176772482530862,3.4048347108610173,3.046875,2.8690592693921926,7.222222222222222,0.49206349206349204
1989_05_5,1989,0.7426436434499339,4.148473197174456,2.409090909090909,1.5773391941857113,3.2857142857142856,0.42857142857142855
2013_02_2,2013,0.4119455119849736,2.15400404929939,1.125,3.0650941552094872,6.125,0.7021276595744681
2004_04_2,2004,0.7021978787957224,2.485513584307633,2.590909090909091,2.1641458678732035,5.0,0.5116279069767442
2012_02_2,2012,0.8627190550058577,4.599826083668816,1.625,3.130298682665971,6.25,0.4782608695652174
2005_04_2,2005,0.8118088309978322,4.115519408288582,1.9130434782608696,2.1455271408349876,4.0,0.6363636363636364
2021_05_3,2021,0.8038019365180338,3.206256211762171,2.2467532467532467,3.295743913044507,4.588235294117647,0.40789473684210525
1961_04_2,1961,0.8256042653788238,4.41006357259005,2.4,1.3821876271080413,3.2941176470588234,0.3888888888888889
1976_02_2,1976,0.6888867229742557,3.0256998166643165,2.5961538461538463,1.9613005791202531,3.533333333333333,0.5098039215686274
1983_01_2,1983,0.8102643982318349,3.8416663051337503,2.625,1.625001625001625,3.5714285714285716,0.34782608695652173
2009_05_4,2009,0.6706134877006622,2.10805735623453,1.3513513513513513,2.1261226616836817,4.75,0.6388888888888888
1960_04_2,1960,0.8598765451896375,2.911471563774352,1.6551724137931034,1.7647058823529411,3.75,0.21428571428571427
1982_01_2,1982,0.6420324647982233,2.2911292753577626,1.7619047619047619,2.744791483680568,5.666666666666667,0.5783132530120482
1977_02_2,1977,0.8066481906327625,4.244090357237914,1.42,2.531388127007932,6.375,0.5306122448979592
1985_04_3,1985,0.6025470057146215,2.1986403080971595,1.7692307692307692,1.2149995747501487,3.375,0.4
1967_01_3,1967,0.6625449084974016,3.182380817251324,2.6578947368421053,1.9750692013578979,4.875,0.43243243243243246
2015_05_1,2015,0.5185980631165757,1.2729744732390136,1.0,2.566677535050538,5.125,0.6153846153846154
2002_03_1,2002,0.6639461643016565,1.738674897099861,1.492537313432836,3.764044515294017,8.4375,0.45864661654135336
2014_05_1,2014,0.5510601423525433,2.2678992577772346,2.4,2.6496129249410973,4.1,0.48717948717948717
2003_03_1,2003,0.6107299722889289,1.726660946651472,0.651685393258427,4.287500744357768,11.25,0.5795454545454546
1953_01_1,1953,0.8471976981079701,3.794870441354575,2.9130434782608696,1.1120590080928494,3.0,0.4090909090909091
1952_01_1,1952,0.7076830532077957,6.937497494378941,2.480769230769231,3.783806872611268,6.625,0.9019607843137255
2009_03_2,2009,0.6225886694262375,2.0280827977946916,1.744186046511628,2.861395824233222,5.5,0.7619047619047619
1977_04_4,1977,0.7803714917265236,4.862666033512832,2.52,0.7814513003227057,3.923076923076923,0.24489795918367346
2008_03_2,2008,0.7078617686428912,2.066161893529518,1.7719298245614035,2.7210516139969005,6.444444444444445,0.4107142857142857
1958_01_2,1958,0.616899623064925,2.26433864267338,2.0,1.2756561707977148,2.4166666666666665,0.14814814814814814
1959_01_2,1959,0.7520255891987953,2.775046715873219,1.36,4.261980070814052,6.375,0.7551020408163265
1988_01_1,1988,0.6977233155946345,2.681210340292027,2.2542372881355934,3.0081330894339025,7.5,0.4482758620689655
1989_01_1,1989,0.7718583116103079,3.444256556327715,1.1147540983606556,2.451495723770998,7.75,0.3333333333333333
2018_02_1,2018,0.6283670642605969,2.408125878755902,1.697674418604651,1.5006954724827701,2.933333333333333,0.35714285714285715
2019_02_1,2019,0.7868030612653364,2.2077572464143578,1.5221238938053097,3.6020520015807485,9.5,0.5446428571428571
1988_03_3,1988,0.9558581442427071,4.009908362963558,1.1951219512195121,2.4255787676385054,4.2,0.375
2015_01_5,2015,0.7351225158613728,2.1306337085477645,0.8367346938775511,3.143580366295556,6.25,0.3333333333333333
1989_03_3,1989,0.5923453678843884,1.4544949486180956,0.4827586206896552,1.9444441203704244,6.0,0.17857142857142858
2012_04_4,2012,0.5436559535148661,1.9749118988730225,1.7297297297297298,1.9680991191428732,4.222222222222222,0.6944444444444444
2013_04_4,2013,0.6835262991826134,0.25396612106278144,0.06666666666666667,4.529759829855018,7.625,1.0
2004_02_4,2004,0.8015683090277673,4.533450417019089,2.9705882352941178,3.1939016118091668,6.0588235294117645,0.504950495049505
2013_04_5,2013,0.6844726949095992,0.0,0.0,2.509667296203397,4.3125,0.8656716417910447
1989_03_2,1989,0.8120729793762711,3.1089075448538157,2.1176470588235294,1.3611108842592972,4.375,0.09090909090909091
2015_01_4,2015,0.8631474041645609,2.9522119767312707,3.3448275862068964,2.8861243229114004,3.3333333333333335,0.07142857142857142
1988_03_2,1988,0.8867229021913443,4.271115105265163,1.96875,2.731663707364317,4.125,0.5483870967741935
1959_03_1,1959,0.7181570604462012,3.774374961334705,2.103448275862069,2.0795139153845787,3.6875,0.3508771929824561
2008_01_1,2008,0.9108697661555012,4.400212569833669,1.1157894736842104,3.226573013424361,6.0,0.7021276595744681
2009_01_1,2009,0.7374066108641077,6.378675411086537,0.30434782608695654,1.7078361245313007,3.0,0.36363636363636365
1998_02_1,1998,0.9274581645410594,3.4381480011780376,2.5365853658536586,1.972728160454945,5.25,0.65
1958_03a_4,1958,0.7571917937080833,4.411691030826988,2.16,0.9841812174389795,3.25,0.375
1999_02_1,1999,0.6970052094842571,5.0818823291518855,2.28125,2.6230781034620696,8.25,0.25806451612903225
1958_01_3,1958,0.6066061783441123,1.8024290500833562,1.92,2.420579374275782,4.636363636363637,0.24489795918367346
2008_03_3,2008,0.7367893220196692,2.2335519526663163,2.0,2.0627754590272693,5.230769230769231,0.5303030303030303
2009_03_3,2009,0.8147332885004773,2.3055488621054105,1.8863636363636365,2.3833086435614566,5.0,0.3023255813953488
1954_04_1,1954,0.7956181319481375,2.4278333962609544,2.076923076923077,3.348630894312292,5.714285714285714,0.3157894736842105
1955_04_1,1955,0.7359757950133641,3.5355339059327378,4.064516129032258,0.8999992800005759,2.0,0.5333333333333333
1966_01_2,1966,0.7315965219828704,3.079025723875009,2.196078431372549,1.5214716013806588,3.25,0.48
1984_04_2,1984,0.6113221424495408,0.45175395145262565,0.4146341463414634,1.8738439052334677,2.625,0.275
1967_01_2,1967,0.6408242370179251,2.969874250069267,1.4444444444444444,1.524878201848439,3.5,0.38461538461538464
1985_04_2,1985,0.9201329378125287,2.7232760856896037,2.297872340425532,1.751350738378593,5.333333333333333,0.41304347826086957
2020_05_2,2020,0.7284541858939642,3.9468395694888394,2.281045751633987,4.072426068242102,9.058823529411764,0.6052631578947368
1977_02_3,1977,0.7247969098219582,3.24037034920393,1.0769230769230769,2.6153859230775764,5.714285714285714,0.5
1983_01_3,1983,0.687182476767893,1.882447828111233,1.6923076923076923,2.348865985229622,4.416666666666667,0.5098039215686274
1976_02_3,1976,0.792862452457407,2.747912008810192,2.05,1.8340010698339575,3.0,0.7894736842105263
2021_05_2,2021,0.6577752929750162,3.0367298851003737,2.539325842696629,3.801338759197559,5.625,0.6704545454545454
1952_03_2,1952,0.9048262275493012,4.295418173350602,3.3380281690140845,1.3161414486698586,4.235294117647059,0.6285714285714286
2005_04_3,2005,0.489624803048508,2.113127095668639,1.5294117647058822,1.7010629966460673,3.1818181818181817,0.42424242424242425
2012_02_3,2012,0.840893094869737,4.094222288453759,3.0526315789473686,2.43956473577898,2.4375,0.3783783783783784
2004_04_3,2004,0.5777862375431445,2.4094720491334933,2.090909090909091,1.273209442970831,3.0,0.4
2013_02_3,2013,0.6996602475293547,3.409178786746157,1.5316455696202531,2.540774803983194,5.0,0.5384615384615384
1953_03_2,1953,0.8649948678880695,3.1830715424640466,3.2857142857142856,1.5800076757102053,2.4,0.47058823529411764
2003_01_2,2003,0.8188435326328773,3.3284230500343557,4.083333333333333,2.9416556626907178,5.0,0.7391304347826086
1989_05_4,1989,0.7507572866973184,3.2291878732875947,2.0681818181818183,2.617768596269528,5.0,0.6046511627906976
2002_01_2,2002,0.6190107106785798,1.9921993202207178,1.8484848484848484,2.032850789537535,5.666666666666667,0.53125
1995_05_1,1995,0.7885082010412473,6.022630963131238,2.0714285714285716,1.7804102207203933,7.125,0.34545454545454546
1982_03_1,1982,0.6327326726081981,2.805836027996832,2.0294117647058822,2.3520234632338552,6.2727272727272725,0.40298507462686567
1994_05_1,1994,0.6509287289623856,2.69527492882864,2.2115384615384617,1.564094681832155,6.625,0.19607843137254902
1983_03_1,1983,0.7672323652384234,2.2545155215004375,1.68,1.7911109917037116,3.7142857142857144,0.25
1995_05_3,1995,0.7796495171720959,3.333273928333804,2.303030303030303,2.0902301315225595,6.7,0.4153846153846154
1994_05_3,1994,0.8170304012447912,4.1324931941867735,3.2051282051282053,1.2579440476970452,5.0,0.2894736842105263
1971_02b_1,1971,0.8084188306436482,3.314585822985131,2.238095238095238,1.5215370921550786,2.5294117647058822,0.12195121951219512
1966_03_2,1966,0.6074949349527663,2.3344048456468514,2.1621621621621623,2.118389780709307,4.75,0.4444444444444444
2018_04_4,2018,0.8915799049815808,3.37263711692334,2.189189189189189,3.0879288883071165,7.0,0.6272727272727273
1971_05_2,1971,0.7630674388364037,3.1866327098807075,1.208955223880597,1.2633707846926174,8.5,0.30303030303030304
1970_05_2,1970,0.5757882989342529,1.3942300925673667,1.6296296296296295,1.8005890401971374,4.0,0.38461538461538464
2012_02_1,2012,0.691162063678818,1.4180881273390114,0.8301886792452831,3.377858864924741,6.75,0.6346153846153846
2005_04_1,2005,0.8438703811682682,2.5222212432695117,2.375,2.190087376355617,3.5714285714285716,0.4782608695652174
2013_02_1,2013,0.8245056999109308,5.181944807200972,1.4666666666666666,2.879686990544506,5.75,0.5227272727272727
2004_04_1,2004,0.4738611615934262,1.118033988749895,0.46808510638297873,2.626538768809868,6.0,0.32608695652173914
1960_04_1,1960,0.8227710546999356,3.0807461829572116,2.816666666666667,1.876923076923077,3.8125,0.4576271186440678
1982_01_1,1982,0.7811778834596002,3.6727337291480375,2.590909090909091,2.1357432287579194,4.1875,0.4461538461538462
1977_02_1,1977,0.6681359035819648,2.6023625437912847,1.320754716981132,2.680293310949575,6.75,0.4423076923076923
1961_04_1,1961,0.7511515644937762,2.9296250977916247,1.8888888888888888,1.549304806724899,4.6,0.3409090909090909
