ID,Year,Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO
2018_04_1,2018,0.6454764380986617,2.275354812608417,2.36,2.481031323914061,5.666666666666667,0.7959183673469388
2019_04_1,2019,0.7672471045588471,2.3888630489558556,1.4915254237288136,2.2046087435806077,3.75,0.4482758620689655
2012_02_4,2012,0.8439724695659051,3.2634441781695873,2.0869565217391304,2.8529876699336074,5.222222222222222,0.6666666666666666
2005_04_4,2005,0.7675718214155672,2.1928505991061042,2.3548387096774195,1.9530615318081697,3.5555555555555554,0.23333333333333334
2004_04_4,2004,0.5860943730124017,2.047046653107838,1.7551020408163265,2.4770221519675113,6.25,0.5208333333333334
1988_05_3,1988,0.7096803543441452,2.9732535523211827,3.4,2.0833333333333335,3.7142857142857144,0.5
2002_01_5,2002,0.6013381341797759,2.292110881002341,1.8076923076923077,2.7795916722440053,6.75,0.64
1989_05_3,1989,0.6856479454287752,1.118033988749895,0.9130434782608695,1.5083001243255263,3.0,0.5
2009_05_2,2009,0.7283772779487275,2.0005906500232133,1.1555555555555554,2.573727432564457,5.75,0.6818181818181818
1977_02_4,1977,0.8888740878275971,3.2461515676258865,1.0769230769230769,2.4285726428577497,5.714285714285714,0.3157894736842105
2008_05_2,2008,0.7213755595684763,3.9407613477601,3.5416666666666665,1.5925487774714704,3.125,0.5652173913043478
1985_02_3,1985,0.7785058741690768,1.5587661999529314,1.7619047619047619,1.375,3.142857142857143,0.6
1971_01_3,1971,0.6338088355802307,1.1547005383792515,1.2352941176470589,1.2699998518333506,2.25,0.125
1984_02_3,1984,0.787788515725734,2.7746627655633898,1.6756756756756757,2.1402295283525503,4.75,0.4722222222222222
1993_04_3,1993,0.7351321591940781,2.2997584414213788,2.642857142857143,1.8148145123457298,3.75,0.6153846153846154
1961_02_2,1961,0.5991640827890796,2.8491698080390577,2.0,1.2874410889603731,2.75,0.25
2008_03_4,2008,0.6413443150517487,2.294891920248061,1.9069767441860466,2.0031605539050217,5.5,0.2619047619047619
1994_01_2,1994,0.7638316219172212,2.3388504883057832,2.08,2.9606411393045735,7.6,0.4594594594594595
1976_04_2,1976,0.7755298825649722,3.3179041056548013,2.6285714285714286,1.9500002600000343,4.5,0.4117647058823529
1995_01_2,1995,0.7765341964239006,1.6277591959500646,1.375,1.759208356239692,6.25,0.17391304347826086
1960_02_2,1960,0.6457281412542693,3.1118473211261506,2.096774193548387,1.6776693157283609,4.0,0.16666666666666666
2009_03_4,2009,0.7210375439735902,2.594106417798978,0.9743589743589743,3.659746826972201,7.375,0.6896551724137931
1977_04_2,1977,0.8915700620802081,4.434939133867259,2.4545454545454546,1.0093745962501615,4.25,0.3125
2020_03_3,2020,0.8276547168304635,4.098640405841866,1.4142857142857144,4.545719513068546,8.8125,0.6330935251798561
1958_03a_3,1958,0.8043467656532436,3.103651568914348,2.769230769230769,0.6253336043112285,2.0,0.16666666666666666
2015_03_1,2015,0.7842211143158712,4.897431926715605,2.245614035087719,2.0365392000877818,6.444444444444445,0.6607142857142857
2002_05_1,2002,0.6594196374896196,2.1931595882634345,2.6296296296296298,1.587547515046118,3.111111111111111,0.15384615384615385
2014_03_1,2014,0.6375584561094786,2.1613015730794998,1.7246376811594204,2.2307252556059103,4.117647058823529,0.29411764705882354
2003_05_1,2003,0.6959084866451973,2.497963140967271,1.6388888888888888,2.002501733759743,6.636363636363637,0.43661971830985913
1967_05_1,1967,0.7187762330411978,2.23606797749979,1.0975609756097562,1.9649122807017543,2.8,0.225
1970_03_1,1970,0.892450986274564,4.330681914422507,3.1584158415841586,2.1004943211696223,4.636363636363637,0.45
1966_05_1,1966,0.6270361520264556,2.2596715917317147,2.388888888888889,1.888412017167382,3.6666666666666665,0.33962264150943394
2021_01_1,2021,0.850112255896911,2.7986562873283476,0.6235294117647059,4.770382569497281,10.75,0.8333333333333334
1997_01a_1,1997,0.8513404964879785,3.3437140528026843,2.25,1.5578953600002494,5.285714285714286,0.3142857142857143
2020_01_1,2020,0.6118837425333359,2.461038556188679,2.909090909090909,2.5335387152918525,3.2857142857142856,0.3333333333333333
2013_04_2,2013,0.6029506860302514,0.7340592450249582,0.7592592592592593,4.115769358913386,6.875,0.5660377358490566
2004_02_2,2004,0.8252068709263274,3.92786053661804,2.0,2.89703200132648,5.6875,0.5730337078651685
2012_04_2,2012,0.8168618965439518,2.3258809561588105,2.406779661016949,3.3874354269607156,7.5,0.41379310344827586
1973_04_8,1973,0.6473364042595197,2.687165923409155,2.21,1.9380364024788228,5.611111111111111,0.30303030303030304
2015_01_3,2015,0.7923471332261173,2.0068752351270844,0.38461538461538464,4.151228220414562,8.25,0.421875
2014_01_3,2014,0.67348311574638,2.0580170084657623,1.9642857142857142,2.6238778539619707,3.625,0.14814814814814814
1988_03_4,1988,0.6965747928724504,2.410752661527459,1.2857142857142858,2.518307130988871,4.5,0.38235294117647056
2014_01_2,2014,0.7208592961719066,2.3915175006005436,1.6933333333333334,3.168007294753639,4.75,0.4594594594594595
2015_01_2,2015,0.7475410437338934,2.134881360784839,1.0217391304347827,2.6122159614573004,5.875,0.15555555555555556
1952_05_2,1952,0.8999791762694885,3.4448193051815466,2.1463414634146343,1.122291344829026,1.826086956521739,0.0
2012_04_3,2012,0.671913933699413,1.569089167742398,1.0,2.180837947557511,4.375,0.3939393939393939
2004_02_3,2004,0.8633692856562231,3.9951474238725737,1.8015267175572518,3.8541318166610905,7.764705882352941,0.5076923076923077
2013_04_3,2013,0.6252441207489619,3.0772653642075642,0.9230769230769231,3.966105018589263,7.571428571428571,0.6078431372549019
1953_05_2,1953,0.7387245453586015,3.5816191684444334,2.046511627906977,1.3308639757202019,5.5,0.21428571428571427
1995_03_1,1995,0.8103081170299363,3.1833719276582775,1.6164383561643836,1.8500008325003747,4.625,0.5972222222222222
1982_05_1,1982,0.8431385542435722,3.0244422721033475,1.88,3.076189245714778,6.375,0.3673469387755102
1994_03_1,1994,0.7761880082892556,3.851593837167308,2.393939393939394,1.5154381980657072,4.25,0.28125
1983_05_1,1983,0.7338675425845271,3.5714146642702262,1.9761904761904763,3.464924937538181,5.375,0.7073170731707317
1954_02_1,1954,0.6941983251567213,2.878947364003302,3.96875,1.3372053758357534,2.75,0.12903225806451613
1955_02_1,1955,0.8350188111207673,2.6862737168789153,2.72972972972973,2.5092720263347505,3.4545454545454546,0.75
1958_03a_2,1958,0.7846849999363638,3.815572532399299,3.2666666666666666,1.374359569914788,4.0,0.14285714285714285
2020_03_2,2020,0.7317329022369412,5.313552642519134,0.7236842105263158,4.736806269722794,9.5625,0.4966887417218543
1977_04_3,1977,0.7978107041272925,3.1392475664475255,2.1463414634146343,1.148200979568529,4.666666666666667,0.375
2009_03_5,2009,0.7839102999626864,3.355949447505858,1.930232558139535,2.9634222476795284,5.5,0.7619047619047619
1976_04_3,1976,0.5608823435324314,1.7284832429004493,1.8846153846153846,3.227586637241436,5.4,0.32
1994_01_3,1994,0.6507117567505406,0.4517539514526256,0.5925925925925926,2.0118508794572603,4.666666666666667,0.11538461538461539
2008_03_5,2008,0.6315412081293219,2.4248711305964283,2.4285714285714284,2.027825268969132,5.555555555555555,0.4166666666666667
1961_02_3,1961,0.6909270423424083,2.959716943498697,1.9545454545454546,1.2665485213532783,1.9166666666666667,0.3333333333333333
1993_04_2,1993,0.701330546422571,2.081248957290363,1.574468085106383,2.6803414336183087,6.0,0.6739130434782609
1984_02_2,1984,0.7321615046513509,2.711776657265286,2.1702127659574466,2.2084503361502965,6.0,0.2826086956521739
1971_01_2,1971,0.6798639492575965,2.5152313787977616,2.260869565217391,1.782455932397685,3.0,0.45454545454545453
1992_04_2,1992,0.8288330088153361,3.79639694418082,3.515151515151515,1.6738461538461538,4.25,0.28125
1970_01_2,1970,0.9066949759641415,3.419631201024521,2.2222222222222223,0.9824561403508771,3.5,0.3076923076923077
1985_02_2,1985,0.7142623076126736,2.818997261816722,2.84,1.5294117647058822,3.25,0.375
1998_04_1,1998,0.6955815275101243,1.0935790216496992,0.8,2.7640631910157976,7.625,0.9661016949152542
1999_04_1,1999,0.7434768937907824,3.3154227575415613,2.018181818181818,1.8666664800000188,7.0,0.25925925925925924
2009_05_3,2009,0.596287386359695,1.6275407487644937,2.0454545454545454,2.793607620998838,5.625,0.6046511627906976
1989_05_2,1989,0.5584853912201162,2.5917304153689273,2.347826086956522,2.910805170649794,5.875,0.7777777777777778
2002_01_4,2002,0.5609453646164109,2.7386127875258306,2.1333333333333333,1.435764523908173,4.0,0.14285714285714285
1988_05_2,1988,0.8449982438184581,2.341874249399399,1.8,1.234567901234568,2.2857142857142856,0.35714285714285715
1959_05_1,1959,0.6249187120623451,1.723128702590019,1.1428571428571428,1.6514485046863498,2.8666666666666667,0.5365853658536586
1958_05_1,1958,0.737302033679383,2.3446032630804807,2.6666666666666665,1.780230884335497,6.571428571428571,0.6818181818181818
2019_04_2,2019,0.650861847841906,2.641274571290676,2.84,2.442803660724496,4.333333333333333,0.5833333333333334
2018_04_2,2018,0.7904763127649415,3.906651602932016,1.6428571428571428,3.119825639540427,7.125,0.7090909090909091
2008_05_1,2008,0.7944811387474592,2.7807967176720436,2.3278688524590163,1.8240393688006766,3.875,0.55
2009_05_1,2009,0.7010693634321833,1.6983802040113785,1.0,2.2858013561365116,4.428571428571429,0.5862068965517241
1998_04_3,1998,0.5697189943998724,2.2744037806704287,2.3684210526315788,1.6632357099265744,4.875,0.5135135135135135
1999_04_3,1999,0.6141259343726007,1.8923262049746077,1.2465753424657535,2.806896271034511,9.25,0.5833333333333334
2015_05_4,2015,0.8291209598694418,4.203505784580216,1.12987012987013,3.358600583090379,6.5,0.6578947368421053
2002_03_4,2002,0.6649347379395015,1.4705267694237454,1.4492753623188406,3.9073990249769532,8.75,0.5441176470588235
2014_05_4,2014,0.7126877951749798,1.663780661615406,1.8656716417910448,4.3211756139537965,8.5,0.42424242424242425
1995_01_1,1995,0.8181660874733468,2.1505813167606567,1.6031746031746033,2.7124031521091316,8.0,0.3225806451612903
1960_02_1,1960,0.8089831732687912,3.4820347459814673,2.2127659574468086,1.3570675878535694,3.2,0.17391304347826086
1977_04_1,1977,0.710235859979641,3.755777861766957,2.2222222222222223,0.8580641729033631,3.5,0.0
1961_02_1,1961,0.7125448919492884,4.853406592853679,1.8695652173913044,0.7261189082831712,1.6,0.18181818181818182
1994_01_1,1994,0.7173131138797697,4.594189369597081,2.1707317073170733,2.829165299236772,7.0,0.35
1976_04_1,1976,0.9815043467950669,3.3289947484758535,2.8333333333333335,1.8528738102682318,4.428571428571429,0.3103448275862069
2014_03_2,2014,0.8584544559581953,4.077683165720456,1.894736842105263,1.452137157676306,2.5,0.2777777777777778
2003_05_2,2003,0.4726393395571903,2.2003858101461624,1.9827586206896552,3.139657487802174,10.636363636363637,0.6173913043478261
2015_03_2,2015,0.7141059907548976,1.3672508913875319,0.9230769230769231,3.6786894668774246,13.333333333333334,0.8421052631578947
2002_05_2,2002,0.731806383657011,2.0765776696040104,2.2,1.811282348475681,3.875,0.41379310344827586
1966_05_2,1966,0.5685372855992397,2.158277847105447,2.2222222222222223,1.5849202620159752,3.5,0.2692307692307692
2018_02_4,2018,0.7766005165796344,2.410834493111125,1.9310344827586208,1.9919148977537044,3.6875,0.3157894736842105
1967_05_2,1967,0.7131365042342155,3.1545238005384055,1.9411764705882353,1.696969696969697,2.5,0.24242424242424243
