ID,Year,Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO,PIC,RIC
2020_03_2,2020,0.7317329022369412,5.313552642519134,0.7236842105263158,4.736806269722794,9.5625,0.4966887417218543,2.427997,1.7657728
1977_04_3,1977,0.7978107041272925,3.139247566447525,2.1463414634146343,1.148200979568529,4.666666666666667,0.375,4.1371017,2.8620067
2009_03_5,2009,0.7839102999626864,3.355949447505858,1.930232558139535,2.9634222476795284,5.5,0.7619047619047619,3.7503319,1.292853
1976_04_3,1976,0.5608823435324314,1.7284832429004493,1.8846153846153848,3.227586637241436,5.4,0.32,3.2549698,2.273807
1994_01_3,1994,0.6507117567505406,0.4517539514526256,0.5925925925925926,2.0118508794572603,4.666666666666667,0.1153846153846153,1.7910422,2.3244317
2008_03_5,2008,0.6315412081293219,2.4248711305964283,2.4285714285714284,2.027825268969132,5.555555555555555,0.4166666666666667,3.345044,2.6645594
1961_02_3,1961,0.6909270423424083,2.959716943498697,1.9545454545454544,1.2665485213532783,1.9166666666666667,0.3333333333333333,4.3149743,2.876503
1993_04_2,1993,0.701330546422571,2.081248957290363,1.574468085106383,2.6803414336183087,6.0,0.6739130434782609,2.4839299,1.5459315
1984_02_2,1984,0.7321615046513509,2.711776657265286,2.1702127659574466,2.2084503361502965,6.0,0.2826086956521739,3.0434945,2.4221642
1971_01_2,1971,0.6798639492575965,2.5152313787977616,2.260869565217391,1.782455932397685,3.0,0.4545454545454545,4.5249524,2.8453267
1992_04_2,1992,0.8288330088153361,3.79639694418082,3.515151515151515,1.6738461538461538,4.25,0.28125,5.0883164,2.3824444
1970_01_2,1970,0.9066949759641416,3.419631201024521,2.2222222222222223,0.9824561403508772,3.5,0.3076923076923077,3.9476259,2.364436
1985_02_2,1985,0.7142623076126736,2.818997261816722,2.84,1.5294117647058822,3.25,0.375,4.684913,2.3512652
1998_04_1,1998,0.6955815275101243,1.0935790216496992,0.8,2.7640631910157976,7.625,0.9661016949152542,1.7344418,0.5434305
1999_04_1,1999,0.7434768937907824,3.3154227575415613,2.018181818181818,1.8666664800000188,7.0,0.2592592592592592,3.6229687,2.1526113
2009_05_3,2009,0.596287386359695,1.6275407487644935,2.0454545454545454,2.793607620998838,5.625,0.6046511627906976,3.171434,1.5126495
1989_05_2,1989,0.5584853912201162,2.591730415368928,2.347826086956522,2.910805170649794,5.875,0.7777777777777778,3.2735426,1.3264848
2002_01_4,2002,0.5609453646164109,2.7386127875258306,2.1333333333333333,1.435764523908173,4.0,0.1428571428571428,3.0560641,2.5033116
1988_05_2,1988,0.8449982438184581,2.341874249399399,1.8,1.234567901234568,2.2857142857142856,0.3571428571428571,5.216096,3.9167051
1959_05_1,1959,0.6249187120623451,1.723128702590019,1.1428571428571428,1.6514485046863498,2.8666666666666667,0.5365853658536586,3.3916428,2.2045846
1958_05_1,1958,0.737302033679383,2.3446032630804807,2.6666666666666665,1.780230884335497,6.571428571428571,0.6818181818181818,2.2048843,1.5120085
2019_04_2,2019,0.650861847841906,2.641274571290676,2.84,2.442803660724496,4.333333333333333,0.5833333333333334,3.357202,1.8053619
2018_04_2,2018,0.7904763127649415,3.906651602932016,1.6428571428571428,3.119825639540427,7.125,0.7090909090909091,2.7280617,1.3995968
2008_05_1,2008,0.7944811387474592,2.780796717672044,2.3278688524590163,1.8240393688006769,3.875,0.55,2.8279574,1.8554505
2009_05_1,2009,0.7010693634321833,1.6983802040113785,1.0,2.285801356136512,4.428571428571429,0.5862068965517241,3.5230258,1.7589022
1998_04_3,1998,0.5697189943998724,2.2744037806704287,2.3684210526315788,1.6632357099265744,4.875,0.5135135135135135,2.6286392,2.0430088
1999_04_3,1999,0.6141259343726007,1.892326204974608,1.2465753424657535,2.806896271034511,9.25,0.5833333333333334,2.326867,1.3406041
2015_05_4,2015,0.8291209598694418,4.203505784580216,1.12987012987013,3.358600583090379,6.5,0.6578947368421053,2.359998,1.4622587
2002_03_4,2002,0.6649347379395015,1.4705267694237454,1.4492753623188406,3.907399024976953,8.75,0.5441176470588235,2.2546558,1.8282346
2014_05_4,2014,0.7126877951749798,1.663780661615406,1.8656716417910448,4.3211756139537965,8.5,0.4242424242424242,1.470386,1.2738488
1995_01_1,1995,0.8181660874733468,2.1505813167606567,1.6031746031746033,2.712403152109132,8.0,0.3225806451612903,2.0539753,1.2298375
1960_02_1,1960,0.8089831732687912,3.482034745981468,2.2127659574468086,1.3570675878535694,3.2,0.1739130434782608,4.3187003,4.3770375
1977_04_1,1977,0.710235859979641,3.755777861766957,2.2222222222222223,0.8580641729033631,3.5,0.0,5.769315,3.6408312
1961_02_1,1961,0.7125448919492884,4.853406592853679,1.8695652173913044,0.7261189082831712,1.6,0.1818181818181818,3.959321,4.235084
1994_01_1,1994,0.7173131138797697,4.594189369597081,2.1707317073170733,2.829165299236772,7.0,0.35,4.3808074,2.3125036
1976_04_1,1976,0.9815043467950668,3.328994748475853,2.833333333333333,1.852873810268232,4.428571428571429,0.3103448275862069,4.6130767,2.945065
2014_03_2,2014,0.8584544559581953,4.077683165720456,1.894736842105263,1.452137157676306,2.5,0.2777777777777778,4.903615,2.9732275
2003_05_2,2003,0.4726393395571903,2.2003858101461624,1.9827586206896552,3.139657487802174,10.636363636363637,0.6173913043478261,1.7356799,1.3809388
2015_03_2,2015,0.7141059907548976,1.367250891387532,0.9230769230769232,3.6786894668774246,13.333333333333334,0.8421052631578947,1.9654493,1.077779
2002_05_2,2002,0.731806383657011,2.0765776696040104,2.2,1.811282348475681,3.875,0.4137931034482758,3.778911,2.211532
1966_05_2,1966,0.5685372855992397,2.158277847105447,2.2222222222222223,1.5849202620159752,3.5,0.2692307692307692,3.3035204,3.2989755
2018_02_4,2018,0.7766005165796344,2.410834493111125,1.9310344827586208,1.9919148977537044,3.6875,0.3157894736842105,3.6688104,2.6354952
1967_05_2,1967,0.7131365042342155,3.154523800538405,1.9411764705882355,1.696969696969697,2.5,0.2424242424242424,3.6161594,2.6718147
1970_03_2,1970,0.8376554608344942,3.4552202119116475,2.1904761904761907,2.507716024318266,7.083333333333333,0.4698795180722891,3.0488248,2.2550428
2019_02_4,2019,0.8056588497480077,3.2768204212317453,1.9142857142857144,3.330942492996206,7.1,0.4927536231884058,2.4451091,1.6980178
2020_01_2,2020,0.6211072229734252,2.22777085064038,2.576923076923077,2.571609017253441,3.857142857142857,0.4,3.5758677,1.9162977
1982_05_3,1982,0.8212970499656909,2.461421083439402,1.8666666666666667,3.799998480000608,2.0,0.4285714285714285,4.283045,2.2913089
1997_01a_2,1997,0.827186014230899,4.144871879111417,1.855263157894737,1.466667253333568,5.923076923076923,0.4133333333333333,3.691854,2.6382918
1994_03_3,1994,0.6734627312162728,2.342732392256613,2.090909090909091,1.8091722180501253,5.0,0.6511627906976745,3.6876702,1.3598185
2021_01_2,2021,0.7842268328821256,3.0294413334638794,3.24,3.7239718404087134,6.5,0.5416666666666666,2.5854902,1.951051
2012_04_1,2012,0.6921142260885113,4.024922359499621,2.102564102564102,2.227423316249517,5.0,0.5789473684210527,3.5334163,1.6701835
2005_02_1,2005,0.6853250093774157,1.6091080598760423,1.0416666666666667,3.879458087246288,9.125,0.5352112676056338,2.080722,1.5257148
2013_04_1,2013,0.673860377907801,0.5128116404165498,0.24,3.909996481003167,6.375,0.673469387755102,1.4309536,1.038434
2004_02_1,2004,0.9216520076669183,4.2433675603323415,2.226086956521739,3.3869643237324736,6.823529411764706,0.4736842105263157,3.3734586,1.664967
2015_01_1,2015,0.5664621610026684,1.7320508075688772,1.1538461538461535,2.816255391444272,5.714285714285714,0.2368421052631578,2.3084772,2.8253212
2014_01_1,2014,0.7505181266951585,3.4825845376283966,1.4772727272727273,2.07082509437354,3.0,0.4883720930232558,4.3010144,2.338848
1953_05_1,1953,0.9113889127016792,3.672107705392096,3.260869565217391,1.3111279258588615,3.0,0.3636363636363636,5.353995,2.437021
1952_05_1,1952,0.5274798830826029,1.889822365046136,1.3076923076923077,1.042951926434641,2.0,0.0,5.7234073,2.0581315
2021_01_3,2021,0.669511055535204,2.0999436453413383,1.4,2.233296153223322,3.25,0.25,3.095064,2.7889094
2008_01_4,2008,0.6169476415010545,2.3273976981494746,1.807692307692308,3.3198505573223827,6.5625,0.6796116504854369,1.7639245,1.0644068
1994_03_2,1994,0.7940162424900605,3.73369902146781,2.380952380952381,1.9165836034360413,5.375,0.3902439024390244,5.0685925,2.1191
1983_05_2,1983,0.7645648777751929,2.7542189477051977,1.738095238095238,2.0434172708558505,3.583333333333333,0.1463414634146341,3.056999,2.2660108
1995_03_2,1995,0.7837842447797804,2.508118306509158,1.98,2.1806906364832,5.666666666666667,0.4897959183673469,3.099938,2.0606525
2009_01_4,2009,0.674321003036465,2.0272492123561494,2.730769230769231,1.831107145746859,3.857142857142857,0.44,3.448077,2.5811956
1982_05_2,1982,0.8757762213765372,3.554052191829564,1.843137254901961,2.7830974783103044,6.5,0.46,2.638336,2.120562
2020_01_3,2020,0.7485515443116612,2.7794399004565182,2.966666666666667,2.4594341660043395,3.875,0.4482758620689655,2.8664677,2.5247571
2019_02_5,2019,0.6100914403447534,1.6363068171953572,1.1282051282051282,3.438804250747128,8.0,0.8157894736842105,2.1313148,1.5752267
1970_03_3,1970,0.852151029120305,3.461907993338724,1.4642857142857142,2.318788549667796,5.947368421052632,0.4684684684684684,2.4488049,2.4369256
1967_05_3,1967,0.6934911340772064,2.528746294733667,1.4,2.24,3.0,0.3157894736842105,3.7885096,2.3732042
2002_05_3,2002,0.705278436532677,1.9219161830695952,1.5,1.9583779331881777,3.8333333333333335,0.3809523809523809,4.413963,2.1880383
2015_03_3,2015,0.859220654990386,3.365841483030491,2.2758620689655173,2.112443613158763,7.5,0.3928571428571428,4.0885625,2.2152681
1954_02_2,1954,0.7850621785782488,3.7393533630409577,3.0172413793103448,1.477524103677115,7.375,0.2982456140350877,5.092789,2.9590364
2003_05_3,2003,0.6347811952634853,2.3899564104204547,1.2461538461538462,2.330013172115339,8.25,0.40625,3.133475,1.8373456
2014_03_3,2014,0.6519996791190702,2.1405802516882484,1.76,1.6370426840764067,3.1875,0.2653061224489796,2.5060003,2.4918227
1958_03a_1,1958,0.8321027255341649,5.289265673129565,3.6666666666666665,0.764035418801313,2.6,0.0909090909090909,5.878726,4.8049383
1999_02_4,1999,0.8726627951888004,4.961998445327101,2.3043478260869565,2.9324337520276207,7.777777777777778,0.3823529411764705,3.2374969,1.9879524
2008_03_6,2008,0.7672441284508178,3.3966439440489826,1.8604651162790695,1.9563999357752069,5.5,0.4285714285714285,3.2548208,2.0692859
2020_03_1,2020,0.6737663937127345,2.947240147968251,2.045045045045045,3.3224067571924887,7.0,0.4909090909090909,3.2866056,1.9303466
1992_04_1,1992,0.8930735359392031,4.028365904941544,2.8125,1.6,4.125,0.3225806451612903,4.5584016,1.8385892
1970_01_1,1970,0.8485181226510519,4.438638548367126,2.6578947368421053,0.8421052631578947,2.4375,0.2162162162162162,4.961333,4.6195726
1985_02_1,1985,0.6786809483123912,3.5297827682712395,2.0153846153846158,1.8591549295774648,3.882352941176471,0.40625,3.7062736,2.0069838
1993_04_1,1993,0.6514783827920845,1.632993161855452,1.4545454545454546,0.861538317948742,2.4,0.2,4.1248097,4.6240187
1984_02_1,1984,0.7749894448377621,3.3669554331604816,2.847457627118644,1.7818178848485346,4.615384615384615,0.4827586206896552,3.5892377,2.1849463
1971_01_1,1971,0.8402650084787732,3.741657386773941,2.333333333333333,2.6315312245195552,4.6,0.6363636363636364,4.198234,1.5788995
1999_04_2,1999,0.6385581438744877,2.9421635798528,2.323529411764706,2.406249759375024,8.75,0.4242424242424242,3.1829972,2.078449
1998_04_2,1998,0.7248771823578412,3.234192325759245,2.631578947368421,2.071429089285844,5.0,0.6666666666666666,4.1334105,1.4900119
1988_05_1,1988,0.6263627511717587,2.065338955232288,2.0793650793650795,2.2988505747126435,4.266666666666667,0.3387096774193548,2.775462,2.0007179
1989_05_1,1989,0.8212089327976245,3.3153112808436087,2.472972972972973,2.2470452095614784,4.6875,0.547945205479452,3.4527824,1.701264
1995_05_4,1995,0.5849382697842485,3.2977292406849648,1.804878048780488,2.293609136672549,10.375,0.5555555555555556,2.6545112,2.1482587
1958_05_2,1958,0.6831945932501796,2.83227361714178,1.8780487804878048,1.5283644180559133,10.375,0.7160493827160493,3.337955,1.8291788
2018_04_3,2018,0.7259139866836536,3.636545450000227,2.2222222222222223,3.081435693325284,6.875,0.6226415094339622,3.4356449,1.3618803
2019_04_3,2019,0.6130463980459835,3.7287227832510816,3.9375,3.904674457319629,6.125,0.6595744680851063,3.487979,0.8098816
1967_03_1,1967,0.798578987742999,3.900100551745492,2.801980198019802,2.136125654450262,4.434782608695652,0.5,2.556415,1.3625271
1970_05_1,1970,0.7035940631170394,3.089840559357362,2.6666666666666665,2.240554397935784,3.7,0.2571428571428571,4.1791916,2.7453513
1966_03_1,1966,0.7634858882972799,2.871540821905803,2.4,2.3239572100873485,5.75,0.4090909090909091,3.560324,2.3787339
1971_05_1,1971,0.866883935716051,3.2274188818448857,1.5106382978723405,1.7817232616503034,6.0,0.2391304347826087,4.552986,3.009511
1971_02b_2,1971,0.7732040897135306,2.7950849718747373,2.2580645161290325,1.9626649002682564,3.555555555555556,0.4333333333333333,4.3091545,2.5289576
2002_01_3,2002,0.7176772482530862,3.4048347108610173,3.046875,2.8690592693921926,7.222222222222222,0.492063492063492,3.6103282,1.5459725
1989_05_5,1989,0.7426436434499339,4.148473197174456,2.409090909090909,1.5773391941857111,3.2857142857142856,0.4285714285714285,4.246023,3.0386033
2013_02_2,2013,0.4119455119849736,2.15400404929939,1.125,3.0650941552094872,6.125,0.7021276595744681,3.140936,1.1729641
2004_04_2,2004,0.7021978787957224,2.485513584307633,2.590909090909091,2.1641458678732035,5.0,0.5116279069767442,3.4487972,1.8380489
2012_02_2,2012,0.8627190550058577,4.599826083668816,1.625,3.130298682665971,6.25,0.4782608695652174,3.3703537,2.0448322
2005_04_2,2005,0.8118088309978322,4.115519408288582,1.9130434782608696,2.145527140834988,4.0,0.6363636363636364,4.0844994,2.3797517
2021_05_3,2021,0.8038019365180338,3.206256211762171,2.2467532467532467,3.295743913044507,4.588235294117647,0.4078947368421052,1.7596265,1.6189715
1961_04_2,1961,0.8256042653788238,4.41006357259005,2.4,1.382187627108041,3.294117647058824,0.3888888888888889,3.8978798,2.6200335
1976_02_2,1976,0.6888867229742557,3.0256998166643165,2.5961538461538463,1.961300579120253,3.533333333333333,0.5098039215686274,3.2897112,2.4006782
1983_01_2,1983,0.8102643982318349,3.8416663051337503,2.625,1.625001625001625,3.571428571428572,0.3478260869565217,5.27661,2.188373
2009_05_4,2009,0.6706134877006622,2.10805735623453,1.351351351351351,2.1261226616836817,4.75,0.6388888888888888,4.4009643,2.3271122
1960_04_2,1960,0.8598765451896375,2.911471563774352,1.6551724137931034,1.7647058823529411,3.75,0.2142857142857142,3.6226296,3.4211917
1982_01_2,1982,0.6420324647982233,2.2911292753577626,1.761904761904762,2.744791483680568,5.666666666666667,0.5783132530120482,2.486292,1.5357322
1977_02_2,1977,0.8066481906327625,4.244090357237914,1.42,2.531388127007932,6.375,0.5306122448979592,3.7643535,1.8748405
1985_04_3,1985,0.6025470057146215,2.1986403080971595,1.7692307692307692,1.2149995747501487,3.375,0.4,3.3622112,2.6498704
1967_01_3,1967,0.6625449084974016,3.182380817251324,2.6578947368421053,1.9750692013578977,4.875,0.4324324324324324,4.055076,2.450392
2015_05_1,2015,0.5185980631165757,1.2729744732390136,1.0,2.566677535050538,5.125,0.6153846153846154,2.3324077,1.567573
2002_03_1,2002,0.6639461643016565,1.738674897099861,1.492537313432836,3.764044515294017,8.4375,0.4586466165413533,2.2047725,1.9081018
2014_05_1,2014,0.5510601423525433,2.2678992577772346,2.4,2.6496129249410973,4.1,0.4871794871794871,3.2747035,2.2970226
2003_03_1,2003,0.6107299722889289,1.726660946651472,0.651685393258427,4.287500744357768,11.25,0.5795454545454546,2.0656183,1.4749811
1953_01_1,1953,0.8471976981079701,3.794870441354575,2.9130434782608696,1.1120590080928494,3.0,0.4090909090909091,5.9232078,2.2638192
1952_01_1,1952,0.7076830532077957,6.937497494378941,2.480769230769231,3.783806872611268,6.625,0.9019607843137256,4.0899873,0.82391876
2009_03_2,2009,0.6225886694262375,2.028082797794692,1.744186046511628,2.861395824233222,5.5,0.7619047619047619,3.7600424,1.3146806
1977_04_4,1977,0.7803714917265236,4.862666033512832,2.52,0.7814513003227057,3.923076923076923,0.2448979591836734,5.085534,3.7940924
2008_03_2,2008,0.7078617686428912,2.066161893529518,1.7719298245614037,2.7210516139969005,6.444444444444445,0.4107142857142857,3.2396755,2.2909205
1958_01_2,1958,0.616899623064925,2.26433864267338,2.0,1.2756561707977148,2.4166666666666665,0.1481481481481481,4.3358183,4.039603
1959_01_2,1959,0.7520255891987953,2.775046715873219,1.36,4.261980070814052,6.375,0.7551020408163265,2.2301667,1.2564154
1988_01_1,1988,0.6977233155946345,2.681210340292027,2.254237288135593,3.0081330894339025,7.5,0.4482758620689655,3.016498,2.2347856
1989_01_1,1989,0.7718583116103079,3.444256556327715,1.1147540983606556,2.451495723770998,7.75,0.3333333333333333,2.748371,2.2192588
2018_02_1,2018,0.6283670642605969,2.408125878755902,1.697674418604651,1.50069547248277,2.933333333333333,0.3571428571428571,3.5813775,2.6596491
2019_02_1,2019,0.7868030612653364,2.2077572464143578,1.5221238938053097,3.6020520015807485,9.5,0.5446428571428571,1.8193684,1.390247
1988_03_3,1988,0.9558581442427072,4.009908362963558,1.195121951219512,2.425578767638505,4.2,0.375,4.0251775,2.2148006
2015_01_5,2015,0.7351225158613728,2.1306337085477645,0.8367346938775511,3.143580366295556,6.25,0.3333333333333333,2.273475,2.8002388
1989_03_3,1989,0.5923453678843884,1.4544949486180956,0.4827586206896552,1.9444441203704244,6.0,0.1785714285714285,2.6986494,2.4824212
2012_04_4,2012,0.5436559535148661,1.9749118988730223,1.7297297297297298,1.9680991191428727,4.222222222222222,0.6944444444444444,2.8778412,1.6588634
2013_04_4,2013,0.6835262991826134,0.2539661210627814,0.0666666666666666,4.529759829855018,7.625,1.0,1.1732227,0.23354495
2004_02_4,2004,0.8015683090277673,4.533450417019089,2.9705882352941178,3.1939016118091668,6.0588235294117645,0.504950495049505,2.988431,2.188157
2013_04_5,2013,0.6844726949095992,0.0,0.0,2.509667296203397,4.3125,0.8656716417910447,0.28481734,1.156214
1989_03_2,1989,0.8120729793762711,3.108907544853816,2.117647058823529,1.3611108842592972,4.375,0.0909090909090909,4.4288244,3.5636225
2015_01_4,2015,0.8631474041645609,2.9522119767312707,3.3448275862068964,2.8861243229114004,3.333333333333333,0.0714285714285714,3.42171,2.5088108
1988_03_2,1988,0.8867229021913443,4.271115105265163,1.96875,2.731663707364317,4.125,0.5483870967741935,4.4259624,2.0794508
1959_03_1,1959,0.7181570604462012,3.774374961334705,2.103448275862069,2.0795139153845787,3.6875,0.3508771929824561,4.0059705,2.443024
2008_01_1,2008,0.9108697661555012,4.400212569833669,1.1157894736842104,3.226573013424361,6.0,0.7021276595744681,2.1830926,1.2942363
2009_01_1,2009,0.7374066108641077,6.378675411086537,0.3043478260869565,1.7078361245313007,3.0,0.3636363636363636,3.9296885,1.3605691
1998_02_1,1998,0.9274581645410594,3.4381480011780376,2.5365853658536586,1.972728160454945,5.25,0.65,3.8750076,1.6142622
1958_03a_4,1958,0.7571917937080833,4.411691030826988,2.16,0.9841812174389796,3.25,0.375,5.003146,3.3928647
1999_02_1,1999,0.6970052094842571,5.0818823291518855,2.28125,2.6230781034620696,8.25,0.2580645161290322,3.834825,2.4634438
1958_01_3,1958,0.6066061783441123,1.802429050083356,1.92,2.420579374275782,4.636363636363637,0.2448979591836734,2.9047384,2.4741795
2008_03_3,2008,0.7367893220196692,2.2335519526663163,2.0,2.0627754590272693,5.230769230769231,0.5303030303030303,2.706978,2.4383552
