ID,Year,Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO,PIC,RIC
2009_03_3,2009,0.8147332885004773,2.3055488621054105,1.8863636363636365,2.383308643561457,5.0,0.3023255813953488,3.722176,2.1400793
1954_04_1,1954,0.7956181319481375,2.4278333962609544,2.076923076923077,3.348630894312292,5.714285714285714,0.3157894736842105,3.7495315,2.599752
1955_04_1,1955,0.7359757950133641,3.5355339059327378,4.064516129032258,0.8999992800005759,2.0,0.5333333333333333,3.9270742,1.0216115
1966_01_2,1966,0.7315965219828704,3.079025723875009,2.196078431372549,1.5214716013806588,3.25,0.48,3.880369,2.5959353
1984_04_2,1984,0.6113221424495408,0.4517539514526256,0.4146341463414634,1.873843905233468,2.625,0.275,1.6863577,2.5748181
1967_01_2,1967,0.6408242370179251,2.969874250069267,1.4444444444444444,1.524878201848439,3.5,0.3846153846153846,4.9603853,2.6795652
1985_04_2,1985,0.9201329378125288,2.723276085689604,2.297872340425532,1.751350738378593,5.333333333333333,0.4130434782608695,3.9298317,2.725168
2020_05_2,2020,0.7284541858939642,3.94683956948884,2.281045751633987,4.072426068242102,9.058823529411764,0.6052631578947368,3.182428,1.6972812
1977_02_3,1977,0.7247969098219582,3.24037034920393,1.0769230769230769,2.6153859230775764,5.714285714285714,0.5,4.2609262,2.5466952
1983_01_3,1983,0.687182476767893,1.882447828111233,1.6923076923076923,2.348865985229622,4.416666666666667,0.5098039215686274,3.0540323,1.7912716
1976_02_3,1976,0.792862452457407,2.747912008810192,2.05,1.8340010698339573,3.0,0.7894736842105263,4.709746,1.7810429
2021_05_2,2021,0.6577752929750162,3.0367298851003737,2.539325842696629,3.801338759197559,5.625,0.6704545454545454,3.0279784,1.5070977
1952_03_2,1952,0.9048262275493012,4.295418173350602,3.3380281690140845,1.3161414486698586,4.235294117647059,0.6285714285714286,3.8428879,1.7388095
2005_04_3,2005,0.489624803048508,2.113127095668639,1.5294117647058822,1.7010629966460673,3.1818181818181817,0.4242424242424242,3.8833423,2.471281
2012_02_3,2012,0.840893094869737,4.094222288453759,3.0526315789473686,2.43956473577898,2.4375,0.3783783783783784,3.5476966,2.3644753
2004_04_3,2004,0.5777862375431445,2.4094720491334933,2.090909090909091,1.273209442970831,3.0,0.4,5.192679,2.6502645
2013_02_3,2013,0.6996602475293547,3.409178786746157,1.5316455696202531,2.540774803983194,5.0,0.5384615384615384,2.4287996,1.5985506
1953_03_2,1953,0.8649948678880695,3.1830715424640466,3.2857142857142856,1.5800076757102053,2.4,0.4705882352941176,3.967732,2.393588
2003_01_2,2003,0.8188435326328773,3.328423050034356,4.083333333333333,2.9416556626907178,5.0,0.7391304347826086,2.8039496,1.5425
1989_05_4,1989,0.7507572866973184,3.2291878732875947,2.0681818181818183,2.617768596269528,5.0,0.6046511627906976,4.2059016,1.552354
2002_01_2,2002,0.6190107106785798,1.9921993202207176,1.8484848484848484,2.032850789537535,5.666666666666667,0.53125,3.2611532,1.4117568
1995_05_1,1995,0.7885082010412473,6.022630963131238,2.071428571428572,1.7804102207203931,7.125,0.3454545454545454,4.04626,2.5470903
1982_03_1,1982,0.6327326726081981,2.805836027996832,2.0294117647058822,2.3520234632338552,6.2727272727272725,0.4029850746268656,3.1021307,2.284934
1994_05_1,1994,0.6509287289623856,2.69527492882864,2.2115384615384617,1.564094681832155,6.625,0.196078431372549,3.898534,2.3617222
1983_03_1,1983,0.7672323652384234,2.254515521500437,1.68,1.7911109917037116,3.7142857142857135,0.25,4.379483,4.2827554
1995_05_3,1995,0.7796495171720959,3.333273928333804,2.303030303030303,2.0902301315225595,6.7,0.4153846153846154,3.7575898,2.7420833
1994_05_3,1994,0.8170304012447912,4.1324931941867735,3.2051282051282053,1.2579440476970452,5.0,0.2894736842105263,4.9018636,2.9247313
1971_02b_1,1971,0.8084188306436482,3.314585822985131,2.238095238095238,1.5215370921550786,2.5294117647058822,0.1219512195121951,4.8811193,3.3219256
1966_03_2,1966,0.6074949349527663,2.334404845646852,2.1621621621621623,2.118389780709307,4.75,0.4444444444444444,3.5471923,2.0730534
2018_04_4,2018,0.8915799049815808,3.37263711692334,2.189189189189189,3.0879288883071165,7.0,0.6272727272727273,2.785584,1.7003891
1971_05_2,1971,0.7630674388364037,3.1866327098807075,1.208955223880597,1.2633707846926174,8.5,0.303030303030303,3.1516738,3.2670605
1970_05_2,1970,0.5757882989342529,1.3942300925673667,1.6296296296296295,1.8005890401971374,4.0,0.3846153846153846,2.8396733,2.1557345
2012_02_1,2012,0.691162063678818,1.4180881273390114,0.8301886792452831,3.377858864924741,6.75,0.6346153846153846,1.968535,1.3344928
2005_04_1,2005,0.8438703811682682,2.522221243269512,2.375,2.190087376355617,3.571428571428572,0.4782608695652174,4.687131,2.1623254
2013_02_1,2013,0.8245056999109308,5.181944807200972,1.4666666666666666,2.879686990544506,5.75,0.5227272727272727,3.3489125,1.4526346
2004_04_1,2004,0.4738611615934262,1.118033988749895,0.4680851063829787,2.626538768809868,6.0,0.3260869565217391,2.5721023,2.7423153
1960_04_1,1960,0.8227710546999356,3.080746182957212,2.816666666666667,1.876923076923077,3.8125,0.4576271186440678,3.532123,1.9634849
1982_01_1,1982,0.7811778834596002,3.6727337291480375,2.590909090909091,2.1357432287579194,4.1875,0.4461538461538462,3.3130715,2.0493343
1977_02_1,1977,0.6681359035819648,2.6023625437912847,1.320754716981132,2.680293310949575,6.75,0.4423076923076923,3.7103221,2.1266801
1961_04_1,1961,0.7511515644937762,2.9296250977916247,1.8888888888888888,1.549304806724899,4.6,0.3409090909090909,4.070543,2.460536
1976_02_1,1976,0.8318819079181499,2.06446481005131,1.6730769230769231,1.780257448739922,3.117647058823529,0.6274509803921569,3.2777607,2.0443943
1983_01_1,1983,0.8255269343254777,2.408831487630977,1.8846153846153848,1.9029915609633945,3.857142857142857,0.48,3.9399357,2.051331
2014_05_2,2014,0.5869802408465993,2.2260083020422448,2.0,3.226890756302521,7.25,0.4464285714285714,2.6753974,2.0894508
2003_03_2,2003,0.9205904582999712,2.861601899653193,1.348314606741573,3.45141651886295,9.0,0.3409090909090909,2.1975076,1.527995
1954_04_3,1954,0.6548117718736282,0.8012773892638271,0.4651162790697674,3.345277122600027,6.285714285714286,0.5714285714285714,1.525272,1.4027228
2015_05_2,2015,0.7929857934838022,3.1828912439211936,1.5614035087719298,4.007196833393307,7.25,0.6785714285714286,1.9794416,1.2543322
2002_03_2,2002,0.6519150679449355,1.8547236990991407,1.673469387755102,2.7909993035549667,6.25,0.5,2.516375,1.514093
1952_01_2,1952,0.6219371762685959,5.026639326123528,2.825,1.3183364328071543,2.7333333333333334,0.4102564102564102,3.9796257,2.2194643
1953_01_2,1953,0.5876046731386615,2.431683765932569,1.7419354838709675,1.4827453441237992,4.0,0.6333333333333333,4.5609703,1.6255409
2008_03_1,2008,0.578214236296179,2.321857103304005,1.9411764705882355,1.6700899595736165,4.375,0.3333333333333333,3.6030324,2.8899708
2009_03_1,2009,0.8512283446479395,3.717294735615298,2.0476190476190474,2.796364100955194,5.375,0.7073170731707317,3.2449684,1.4682617
1959_01_1,1959,0.771881727511102,3.9604093537988048,2.0754716981132075,4.577151706302823,6.75,0.8653846153846154,3.164644,1.0081432
1958_01_1,1958,0.5356443165754802,4.997290074958473,0.7547169811320755,2.4850794563888687,6.75,0.3076923076923077,3.4312487,1.5505193
1989_01_2,1989,0.6979889713789186,2.5792137852454187,1.5106382978723405,2.255739058361468,6.0,0.6086956521739131,3.8981392,2.0474598
2015_03_4,2015,0.8035973679051901,4.267963238370456,2.764705882352941,1.416914415839079,4.375,0.4242424242424242,5.3275023,2.8270447
2014_03_4,2014,0.8022751458928835,2.9778798825744,1.619047619047619,1.363922884311592,2.75,0.5,3.6178772,2.7797873
1988_01_2,1988,0.7429124143613213,2.7051263063549054,2.4680851063829787,2.3125023125023123,6.0,0.3695652173913043,3.8019369,3.0772874
1999_02_3,1999,0.6735670739098856,1.852090994487764,1.643835616438356,3.52923235738533,8.222222222222221,0.5555555555555556,2.3956552,1.4431196
2008_01_3,2008,0.6727571908414818,0.4094506959927892,0.1621621621621621,3.7344274038618086,7.466666666666667,0.7363636363636363,0.91570747,1.2318472
2021_01_4,2021,0.7119856832815252,2.598136821029857,1.6612903225806452,3.866241470589954,7.875,0.4098360655737705,2.759445,1.571512
2020_01_4,2020,0.6043775724087114,2.6567219924471503,2.6666666666666665,2.1257883614629804,2.7142857142857144,0.1176470588235294,4.391275,3.4706209
2009_01_3,2009,0.7263091187000138,2.0091752249129824,1.564516129032258,3.601784702328928,7.0,0.639344262295082,2.4820423,1.3273106
1959_03_3,1959,0.6605920914644265,4.2260353760942415,1.6521739130434785,1.5636406636481883,2.6666666666666665,0.1363636363636363,4.8149056,2.9886684
2019_02_2,2019,0.9130519019478224,3.674956615043092,2.2058823529411766,3.286811973393283,8.75,0.303030303030303,3.295061,2.2735255
2018_02_2,2018,0.6942728643769517,2.613520096911367,2.208333333333333,1.5858279136680544,3.0625,0.6382978723404256,3.2522023,1.6939007
1988_03_1,1988,0.7280223462523994,5.851495535331117,2.310344827586207,2.3100750167985766,4.285714285714286,0.0357142857142857,3.3516147,1.9191263
1989_03_1,1989,0.8488623348057828,2.6721491087465536,0.984126984126984,2.333332944444509,8.0,0.3709677419354839,2.7334745,2.1500084
2018_02_3,2018,0.9322729873473028,3.681048890633275,2.333333333333333,1.885549116877496,3.588235294117647,0.2542372881355932,4.133941,2.3729215
2019_02_3,2019,0.7354684032303074,2.991234300232746,2.5319148936170213,2.251904783997435,6.0,0.4130434782608695,2.819354,1.8729321
1959_03_2,1959,0.6649474957998809,2.058556368183212,1.2352941176470589,1.105717326436933,2.0,0.75,5.2224793,3.3444955
2009_01_2,2009,0.627158154561904,2.568806227043754,1.2857142857142858,2.280009587725318,4.5,0.4117647058823529,3.246877,2.5416026
2020_01_5,2020,0.7513556938605699,2.305492694865243,2.566666666666667,2.765440060281241,4.428571428571429,0.3103448275862069,4.1405363,2.3797438
1994_03_4,1994,0.6271159661195148,2.7613402542968157,1.851063829787234,1.833057817357583,4.8,0.2826086956521739,3.8295329,2.4651587
2008_01_2,2008,0.6923431648761286,1.706599466335101,1.054421768707483,4.679408404606787,9.25,0.5,1.4455386,1.6235468
1999_02_2,1999,0.727260941161695,1.6817499303650434,0.875,3.1968764385943973,8.25,0.6451612903225806,3.196669,1.5163511
1998_02_2,1998,0.651164720926174,1.889606373004166,1.588235294117647,3.2388074276125964,7.0,0.4848484848484848,3.526917,2.1675036
1988_01_3,1988,0.8128510582552838,2.56973500214896,1.5666666666666669,2.98698215364882,7.75,0.4137931034482758,3.3542147,2.4175196
2014_03_5,2014,0.7756924808683179,2.9176011883420383,2.619047619047619,1.363922884311592,2.75,0.35,3.6821105,2.7223303
1989_01_3,1989,0.8496929573182246,3.891500809989908,1.9333333333333331,1.8504420273728,5.545454545454546,0.559322033898305,3.0561597,1.884205
1953_01_3,1953,0.7484227784358994,6.21482288062178,2.838709677419355,1.4302791474201093,4.0,0.4333333333333333,5.64996,2.4155319
1998_04_4,1998,0.7235627995601577,1.9791153344171752,1.4324324324324325,2.2040005510001377,6.333333333333333,0.5277777777777778,2.8375556,2.0691452
1952_01_3,1952,0.915368788085144,3.831384367671757,2.1818181818181817,1.502473731076039,3.0,0.4883720930232558,5.2571673,2.4365056
2002_03_3,2002,0.6743045276438826,0.6863485850246136,0.3720930232558139,3.73650569460452,5.5,0.5476190476190477,1.7162449,1.9918059
2015_05_3,2015,0.5528163072611607,5.851633851023418,2.4285714285714284,2.203329561984807,4.4375,0.5362318840579711,3.0953155,1.6428058
1955_04_2,1955,0.7070707094238385,6.254566233195719,2.342857142857143,1.012499190000648,2.4,0.3235294117647059,5.838041,3.1587882
1954_04_2,1954,0.7625092251003931,4.059017646775769,3.0357142857142856,1.7560425129566324,3.625,0.1111111111111111,4.5362673,2.9445758
2003_03_3,2003,0.5231937853202845,1.3880208444794273,0.6,3.727278692827613,8.875,0.6956521739130435,1.7160506,1.608379
2014_05_3,2014,0.7980345726590489,5.4322543666370535,2.5357142857142856,2.3757217904745365,4.75,0.3090909090909091,3.3126957,2.254831
1967_01_1,1967,0.7184285575601315,2.809757434745082,1.891891891891892,1.3392064011750555,3.1666666666666665,0.3055555555555556,3.923957,3.4418652
1985_04_1,1985,0.7168051507325829,2.9114832463673137,2.5588235294117645,1.476561983203306,3.888888888888889,0.3636363636363636,3.8424282,2.7442484
1966_01_1,1966,0.8307087917918355,2.795639313923332,2.0930232558139537,1.287399047322096,2.933333333333333,0.5238095238095238,3.889974,2.0903697
1984_04_1,1984,0.8429973582312771,3.3888604279314896,2.425531914893617,1.6975589385390302,2.2857142857142856,0.4347826086956521,3.6985722,2.4470053
2021_05_1,2021,0.5130129074195542,1.8201613072935696,1.976744186046512,3.933266945582958,9.666666666666666,0.8352941176470589,1.5922692,1.2830557
2020_05_1,2020,0.7503614606170864,3.941269193260661,1.3194444444444444,4.509132630761719,11.153846153846152,0.7552447552447552,1.8416011,1.3153648
1953_03_1,1953,0.8831683880842593,3.3336870560619665,3.5294117647058822,1.536118573607144,2.333333333333333,0.3939393939393939,4.262281,2.839087
1952_03_1,1952,0.6361869823631011,4.230791888051219,3.857142857142857,0.8865527446200206,3.333333333333333,0.4791666666666667,4.958914,2.230725
2002_01_1,2002,0.6406037701886601,2.0479027850888127,1.5405405405405406,3.409940744281911,9.5,0.7222222222222222,2.4658172,1.63998
2003_01_1,2003,0.6722690084852659,0.2363828987388777,0.04,4.394752138757369,12.625,0.6161616161616161,1.1258767,1.0027764
1966_03_3,1966,0.7291339078562634,1.7233329751414486,1.2727272727272727,3.0957431845751917,7.5,0.7441860465116279,2.6515965,1.3414348
1994_05_2,1994,0.7794268918932334,2.5616045316925296,2.136363636363636,1.871617296164814,7.444444444444445,0.3384615384615385,4.264097,1.7695874
1983_03_2,1983,0.7882366878008943,2.3685390696087407,2.2,1.4229507248087494,1.4,0.3157894736842105,4.551954,3.0463665
1995_05_2,1995,0.8706154020146821,5.820703303340759,1.75,1.434225509352038,5.923076923076923,0.4533333333333333,3.9103644,2.0489836
1982_03_2,1982,0.7947209168998222,1.5177980555726114,1.3548387096774193,3.234842745960608,6.4,0.5333333333333333,3.1845326,2.1064694
2018_03_4,2018,0.6211899227493661,1.7440043711348308,1.5,2.328226911451683,6.333333333333333,0.6470588235294118,3.0060914,1.9430557
1966_04_2,1966,0.6445784257421814,1.9798989873223327,1.469387755102041,5.689660862074655,12.5,0.9583333333333334,2.0328245,0.69205534
1985_01_2,1985,0.6493861163133638,1.4615519381644462,1.2769230769230768,2.533332320000406,7.333333333333333,0.421875,2.7867107,2.0721097
1970_02_2,1970,0.7322442414317263,4.624036643024475,1.1162790697674418,2.520152368884752,6.285714285714286,0.1428571428571428,3.6701136,2.201693
2019_03_4,2019,0.7610265912054105,2.8707509361663544,2.6129032258064515,2.7953462173509656,4.571428571428571,0.6333333333333333,3.951831,2.0697095
1967_04_2,1967,0.8148878488774484,3.626104325617452,3.1785714285714284,1.460987502612145,2.636363636363636,0.1481481481481481,4.643971,2.297019
1995_02_3,1995,0.7124901513877301,3.085138329539973,0.9302325581395348,2.498765098930086,6.285714285714286,0.8333333333333334,3.4526412,1.2028384
1960_01_3,1960,0.8866366951729865,5.037194986630291,2.655172413793104,1.0745756123443515,2.142857142857143,0.2857142857142857,3.721305,1.4619176
1982_04_3,1982,0.5671563969545219,1.3477115902938004,1.709090909090909,2.4086021505376345,14.0,0.2962962962962963,1.4821814,1.147927
1994_02_3,1994,0.8296293712596348,4.835052381273301,2.966666666666667,1.3833325033338315,4.428571428571429,0.4482758620689655,4.4324713,2.1256185
2005_03_1,2005,0.761522991935696,2.95274070753773,2.703703703703704,2.7257904477774346,6.875,0.490566037735849,4.0139055,2.1694171
1958_03b_2,1958,0.7953839565192901,4.621056877670591,2.090909090909091,2.572546618564332,4.0,0.7,5.3015447,2.045741
2012_05_1,2012,0.7687646238335099,5.379975114385285,2.388888888888889,1.656678485143234,3.4375,0.4716981132075472,4.061806,2.651704
2004_03_1,2004,0.7765299624367413,4.504442251822083,2.769230769230769,1.7910149662457693,2.857142857142857,0.131578947368421,3.6655915,4.565307
2013_05_1,2013,0.7821688201094519,3.442568663163436,3.075,2.9388149018800824,2.5625,0.5897435897435898,3.1189156,1.6555537
1954_01_1,1954,0.7198948744103861,2.741070846905476,1.6470588235294117,1.6379964198066554,4.375,0.5757575757575758,5.017909,3.3275304
1989_02_6,1989,0.5660812307367387,2.8381971957211336,3.484848484848485,3.124801573544381,6.8,0.0625,3.1854265,2.3339608
1955_01_1,1955,0.8035829656219721,3.444694029230652,2.212121212121212,1.8747476824784013,3.7777777777777777,0.46875,4.695446,2.3816466
1977_05_1,1977,0.7636430846588234,3.1041233597975184,1.8166666666666669,2.7449990392503363,7.625,0.3389830508474576,3.2678797,2.1780899
1960_03_1,1960,0.8329076648405122,2.7651935365818288,2.3095238095238093,1.34375,2.8666666666666667,0.3658536585365853,3.1006818,2.4814754
1976_05_1,1976,0.8221874463705553,3.17268853355965,2.7058823529411766,1.9300070220758965,4.3125,0.7611940298507462,2.2298722,1.3401033
1961_03_1,1961,0.7734643851709445,2.6822950982934226,2.272727272727273,1.2100048053104966,2.875,0.1428571428571428,4.2398925,2.37722
2005_01_3,2005,0.8633401274011876,3.41665412022187,2.075,3.053516825311428,10.125,0.4683544303797468,3.405524,1.6490346
2004_01_3,2004,0.752799186311273,2.687014026516837,2.0588235294117645,2.8461567237912666,7.428571428571429,0.48,2.7749596,1.9711843
2003_04_2,2003,0.5378240096661853,1.8752432144244469,1.2,4.180097628280909,10.125,0.5189873417721519,2.494084,1.5512172
2014_02_2,2014,0.7721555322443404,3.701420176382701,1.9166666666666667,2.470568389000257,4.111111111111111,0.4571428571428571,2.6581478,1.9749948
1954_03_3,1954,0.6399600976907426,3.073983571849401,1.1538461538461535,1.2800562513892706,3.636363636363636,0.3947368421052631,4.138505,2.5636353
2002_04_2,2002,0.870563225102482,2.7900076453622304,2.201492537313433,3.9417755251798616,11.25,0.7142857142857143,2.1004462,1.2318116
2015_02_2,2015,0.7097266399847231,2.6376762705496293,2.239130434782609,1.7750120656663857,5.8125,0.5054945054945055,2.9598808,2.196124
2008_04_1,2008,0.6230563813607977,1.4740554623801776,1.0857142857142856,3.0129386176604664,4.5,0.7058823529411765,2.06884,1.3178035
2009_04_1,2009,0.8889412038852416,3.580445759501838,3.735294117647059,2.1349854053732056,2.1875,0.5151515151515151,3.211894,1.811142
1998_05_3,1998,0.8433755638596273,3.9356917335441306,2.372093023255814,1.4330788804071246,4.888888888888889,0.3571428571428571,4.2392054,2.469879
1999_05_3,1999,0.9419176029460464,3.5778859039765583,1.1521739130434785,2.2765635244535862,5.875,0.6,3.4650798,1.6207361
2002_02_4,2002,0.8177670996250834,2.703982884098936,1.6825396825396826,3.00253971199658,7.111111111111111,0.2419354838709677,1.5473396,0.85607696
1959_04_3,1959,0.672199036584989,2.412090756622109,3.3,0.7584503132729246,1.5714285714285714,0.2222222222222222,5.6444907,4.528729
2019_05_2,2019,0.5933071861886741,1.7483670817872097,0.8941176470588236,4.482960839251971,10.75,0.7857142857142857,1.5912876,1.1591742
2018_05_2,2018,0.7930069821851625,2.0874167969759947,0.8045977011494253,3.669772593992311,11.0,0.7093023255813954,2.008746,1.2318143
1993_01_4,1993,0.7475133391223205,3.622290387906661,2.977272727272727,1.4582711841305838,5.625,0.2558139534883721,5.087944,2.9887173
1966_02_4,1966,0.554758915211287,1.4897566915439582,1.0769230769230769,1.8799449165995563,3.636363636363636,0.4736842105263157,3.082551,2.513404
1958_04_3,1958,0.5507778923474694,2.080031396937291,1.875,3.9830379483940535,6.125,0.7021276595744681,2.9445274,1.4650227
1976_01_5,1976,0.957219811472536,3.5627704575699704,1.98876404494382,1.9946379367292315,6.0,0.5454545454545454,1.4154156,0.8925862
1988_04_1,1988,0.8505164715227256,2.9192507572258064,1.973684210526316,2.3693568526630018,4.875,0.5675675675675675,4.3012104,1.6657468
1989_04_1,1989,0.7675718817634957,1.812924185262284,1.6923076923076923,1.443709531434937,3.375,0.32,3.8248622,3.1444788
1995_04_4,1995,0.8247427634547371,4.109609335312651,3.7586206896551726,1.4080639886231243,1.875,0.2857142857142857,3.1501932,3.2369897
1976_01_4,1976,0.6459923126261932,5.019960159204453,2.0,1.3052697797062476,3.636363636363636,0.2105263157894736,2.2379572,1.9203542
1958_04_2,1958,0.8232976912677166,2.5410825629475275,1.96078431372549,3.9497238136634247,6.5,0.54,2.7803662,1.7170606
2018_05_3,2018,0.5501194076420077,1.3067600484556834,1.3958333333333333,3.966105982041229,9.8,0.6808510638297872,1.5248365,0.7877464
2019_05_3,2019,0.6950605059884385,1.7892291162536529,1.2296296296296296,3.543166053342886,8.5,0.582089552238806,2.033942,1.4804597
1959_04_2,1959,0.6156648617274845,2.741302469452239,2.3,1.5541794570027516,3.0,0.3157894736842105,5.1503086,3.1866596
2002_02_5,2002,0.6842796415925473,2.969874250069267,2.0727272727272728,2.6282497777204927,7.0,0.6851851851851852,2.9688685,1.2346666
1999_05_2,1999,0.7040935131463932,2.458330415089084,1.5238095238095235,2.131250959062932,5.5,0.55,4.585752,1.9360336
1998_05_2,1998,0.6441394849129533,2.3645762517796105,2.6153846153846154,1.3879518072289156,5.4,0.6,4.756545,2.3865306
2015_02_3,2015,0.8300528166408669,2.696350133047142,1.5208333333333333,1.8728749065944448,4.9,0.5957446808510638,3.539166,2.6053195
2002_04_3,2002,0.7646405251342248,3.686921267094277,2.7777777777777777,2.48805016600511,6.875,0.320754716981132,4.4407473,2.5741875
1954_03_2,1954,0.707422728640171,2.5179882148817843,2.5,1.2826265757884083,3.2857142857142856,0.3333333333333333,4.8514647,2.280309
2014_02_3,2014,0.8616320327061224,2.807899129360091,2.9047619047619047,2.0210546526336,3.6666666666666665,0.5,2.5793297,1.8423057
2003_04_3,2003,0.6304696003728815,1.5620499351813306,1.1898734177215189,4.333490104372258,10.0,0.5,1.7305868,1.4390663
2004_01_2,2004,0.703201282597722,2.7164025797378804,1.6972477064220184,2.832008174213135,6.875,0.5925925925925926,2.708917,1.6463274
2005_01_2,2005,0.6381907627141958,2.929658564671924,2.106382978723404,3.5114298523841603,12.0,0.8043478260869565,3.1802218,1.1351458
1999_03_4,1999,0.8748614668453213,2.8089783139501034,2.2222222222222223,2.1230758615389926,5.111111111111111,0.4772727272727273,3.4305277,2.413547
2021_02_1,2021,0.6583638284273615,2.04965138284434,1.7,2.523897472885135,5.125,0.6410256410256411,3.0798132,1.4977723
2020_02_1,2020,0.6675691215951923,1.7939097649820517,0.7037037037037037,1.873040206257404,3.5,0.4615384615384615,2.923756,2.2540553
1997_01b_1,1997,0.791094112726818,3.57529008160982,2.2280701754385963,4.488109450441831,7.25,0.3035714285714285,3.81232,2.0673091
1985_03_1,1985,0.910818975153125,5.086807293086005,2.523809523809524,3.322089760241772,5.375,0.1463414634146341,3.6403606,2.2810228
1992_05_1,1992,0.8086589535878266,2.677983414563973,1.845360824742268,2.209803626928144,6.125,0.6458333333333334,2.8148966,1.6028152
1984_03_1,1984,0.6664192195926517,2.900617218268136,2.0,2.216105098143045,4.5,0.3823529411764705,4.3834276,2.3588507
1993_05_1,1993,0.5816567597670214,4.735485507360429,1.7083333333333333,1.5859910254270289,6.125,0.3829787234042553,3.1892805,2.747863
1953_04_1,1953,0.8853273945410143,4.209395237378264,2.7142857142857144,0.9570851887050554,3.142857142857143,0.4,5.8124804,2.0068827
1952_04_1,1952,0.8887356016754449,3.8196653976493806,2.677419354838709,1.1333339000002831,4.0,0.1,5.4190636,2.2550442
1958_03b_3,1958,0.5733575878178807,2.56646346046024,1.4074074074074074,2.530025186852525,3.5,0.4230769230769231,3.8592439,2.7961905
1983_04_2,1983,0.8179140511820475,4.264680527307995,1.2,2.272565008142411,4.5,0.3823529411764705,4.230711,2.367557
1994_02_2,1994,0.8605236144638637,2.729628612094193,2.125,1.3938922934356164,4.125,0.4193548387096774,3.4437056,3.116622
1961_01_2,1961,0.7102926607800376,2.328117764448736,1.8222222222222224,3.545836879170212,7.666666666666667,0.4545454545454545,3.0410018,1.9001533
1982_04_2,1982,0.6786173051876548,3.838406376727426,1.7608695652173914,1.7407407407407407,5.222222222222222,0.3777777777777777,4.9443374,2.3404539
1960_01_2,1960,0.7511761861812032,3.479852726768764,3.066666666666667,1.1895678381935058,2.2857142857142856,0.4285714285714285,5.925956,2.2860255
1995_02_2,1995,0.7643461789282417,2.422025042325465,0.92,2.696551364597749,6.375,0.8367346938775511,3.104372,1.0263431
1970_02_3,1970,0.8806994593785435,2.6246692913372702,1.75,1.1220456808967427,0.6,0.2857142857142857,5.5433025,4.0435195
1985_01_3,1985,0.7400361508858363,5.051548669658388,2.6,1.5979480787694866,4.555555555555555,0.2564102564102564,4.563007,2.9612436
1959_02_4,1959,0.7540304695096569,2.3071675298313106,2.625,1.2254412526924958,5.125,0.282051282051282,4.5581264,3.0753193
1985_01_1,1985,0.7519528208919777,2.97999756502054,2.609756097560976,1.662499335000266,5.25,0.375,4.2092867,2.504739
1970_02_1,1970,0.843261088356494,4.539181277132108,4.3478260869565215,1.1166442978241822,3.4285714285714284,0.0909090909090909,5.0904737,3.399892
1967_04_1,1967,0.7783509693499653,2.9531193892939416,2.972972972972973,2.632296448671882,4.75,0.2222222222222222,2.5412035,1.8028358
1984_01_1,1984,0.5735865646602053,1.7449635982402825,1.4705882352941178,2.3149629448842046,4.375,0.4848484848484848,3.2679937,2.2408369
1966_04_1,1966,0.7474188856929864,3.444520364451027,1.25,2.510517095807049,5.888888888888889,0.2745098039215686,3.6009283,2.4576666
1953_04_3,1953,0.8806580561359565,3.722002926533504,2.0,0.9570851887050554,3.142857142857143,0.35,5.5704684,2.6077907
1998_01_4,1998,0.7603108971978882,6.152105330697776,2.571428571428572,2.347417840375587,6.25,0.8125,2.7216449,1.3048335
2004_03_2,2004,0.4800641718046498,1.462230243139095,1.3428571428571427,1.6128314593528357,2.4,0.3235294117647059,2.9347372,3.3721347
2013_05_2,2013,0.8941610401453608,2.953047911206282,2.1142857142857143,2.8104511014382303,4.4375,0.5217391304347826,2.6698508,1.3204874
2005_03_2,2005,0.81910925333961,3.018052195250181,2.203125,3.491906120261093,8.125,0.4444444444444444,3.1252398,1.7701595
1958_03b_1,1958,0.7635173559022992,2.641758673476608,1.4482758620689655,2.5426332857903287,3.75,0.2857142857142857,3.8067863,3.6820095
2012_05_2,2012,0.7620326370636502,2.705291754034605,2.8684210526315788,2.3378348461368166,4.8125,0.6933333333333334,2.7535944,1.315265
1989_02_5,1989,0.606692581265097,3.1248668610691697,1.36,1.7672032851895594,3.25,0.25,4.1028976,3.6777594
1955_01_2,1955,0.7132785193183273,2.806568098710956,0.6923076923076923,3.2071768145321418,6.625,0.7254901960784313,2.7578843,0.7080765
1954_01_2,1954,0.7319875642439861,2.593636104987014,0.925,1.7966735558659543,5.125,0.3846153846153846,4.10174,4.043158
1992_05_3,1992,0.7953711304168313,2.663061543764237,2.0434782608695654,2.088888610370408,5.875,0.6222222222222222,3.8634546,1.7529008
1985_03_3,1985,0.9121348143551604,3.345565120379362,2.65,2.4971123237019186,4.5,0.0632911392405063,2.851324,2.0408127
1984_03_3,1984,0.734839850068243,3.2076130008831965,1.7837837837837838,2.669045394843123,5.428571428571429,0.5,4.2964077,2.1600084
2021_02_3,2021,0.6637958986518222,3.333333333333333,2.5294117647058822,2.3642668484780573,4.5,0.3125,4.5752,2.130236
1976_05_2,1976,0.6524706309841375,1.1298967504452195,1.0689655172413792,2.728693698133617,7.5,0.5714285714285714,2.1890762,1.5411036
