Tonal_S,Pitch_SD,MIS,Onset_Density,TI_OD,ISO,PIC,RIC
,,,,,,,
,,,,,,,
,,,,,,,
,0.09121944814885907,0.007351915095856532,,,,,
,-0.05838875738139382,-0.024154930377952022,,,,,
-0.1586865650375332,0.07432112292000048,0.0647260944617758,-0.021209043196577015,-0.002087767001051122,0.03322181826467124,0.06592395292458819,-0.07280911808397805
0.010282518222102521,-0.04028703565153102,-0.006408143977266523,-0.03769821850262192,-0.02206464236760347,-0.06844596680350962,-0.018686540989356404,0.08155910374676156
-0.1225943794367994,0.02382507674150325,0.006834124401733588,0.012556341659640202,0.03376925365848743,0.030540594860807152,-0.009131622272041118,-0.02881649833083766
-0.1202029598405478,0.22350610698752593,0.09652055276720506,-0.01538854659120692,-0.03269577030986737,-0.001960232966526032,0.03923021808480498,0.07320659966118748
0.05110279601001466,-0.007448207398700668,0.08440046033625415,-0.03725484201625345,-0.04484002376059025,0.07017137108258259,0.05722373088403532,0.0317350839657109
0.13073386631082418,0.12337639940364586,-0.03819424504901703,-0.04146196011255503,-0.044410494830956285,0.05013571137202813,-0.019207474378464706,0.01464157227344176
0.055497083720906004,-0.005545463031470299,-0.0812919168609274,0.015146809962066396,0.010988980491975033,0.018758746081042332,0.0694955942886053,0.08929268479826558
-0.10778178103284342,-0.08186587197291262,-0.028223559384356778,0.04223414528980271,0.0341811968804997,0.07122092436769173,-0.05317381691317635,-0.014761521686428525
0.07155999735290575,-0.23620286143780955,-0.09707341697343508,0.05665585666028289,-0.004038518596237176,0.0028438859656217397,-0.06017106045726395,-0.11169203884200984
-0.014182280618546539,0.06627654291707236,-0.11332045097886762,-0.028602687285562062,0.006506321646646787,-0.035452997620961546,-0.031047066738761453,0.025418168208628522
0.08483983342067158,-0.026263578955952327,0.0431820764452589,0.05993985407459107,-0.008630924662055617,-0.017717528364290414,0.036896341835925384,-0.02553103764373743
-0.09010695698464266,-0.06822195941732284,0.007495760398061435,-0.010305043151131232,0.00504003084704327,-0.06390033467866371,-0.07289837277794686,0.027875239298186028
0.18869591041577027,-0.04014240299413663,0.019528649867565084,0.012631777837204539,-0.022877238130660463,0.025102136836570976,0.020829406700947573,0.017035240421729547
-0.024688513319466976,0.008177426941096355,-0.07356423505524035,-0.002874942675406167,0.058984435496133386,-0.05019977659952324,0.005517847432744749,0.022002204177662854
0.08370281800770996,0.013416706653415433,0.11984741828964007,-0.008127110362157991,0.004952166736770625,-0.06375588692451686,0.0404175049904294,0.027821796362677897
-0.010325255001571665,-0.12077629097099685,-0.05672408410001262,0.005158423080337843,0.04605858446214567,0.049280060844735796,-0.06514811182088631,-0.052573144093288726
-0.13232444119016884,0.003345062758271733,-0.026659273476895673,0.0019126031507912256,0.004714240886287802,-0.05237458737422071,0.05182110669603934,-0.061214725706214446
0.10447830900121752,0.05767853574081705,0.09572720417060587,-0.003313417821246445,-0.023549831446970954,0.002532061656462914,-0.05789163749005444,-0.04318960852775844
